"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Defining the Ideal Range for Reducing Oil Viscosity and the Optimal Rate of Steam Injection for a Heavy Oil Field","https://scispace.com/paper/defining-the-ideal-range-for-reducing-oil-viscosity-and-the-4724oh136d","2024","Journal Article","Petroleum & petrochemical engineering journal","S.M. Jafarov","10.23880/ppej-16000381","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Heavy oil reservoirs often lend themselves well to thermal enhanced recovery techniques. Traditional methods like primary production or water injection are less effective due to the high viscosity of the oil. Steam stimulation primarily aims to elevate the reservoir's temperature, thereby reducing the oil's viscosity and improving its flow properties. Steam injection stands as one of the most prevalent thermal recovery methods, commonly applied in heavy oil reservoirs. The primary goal is to validate the process for selecting suitable reservoirs, the physical mechanisms involved, and the simulation characteristics essential for steam recovery. This study establishes the optimal multiplier for reducing oil viscosity and the ideal steam injection rate for heavy oil fields. "
"Research on sensitivity analysis methods for production dynamics in heavy oil polymer flooding using proxy model","https://scispace.com/paper/research-on-sensitivity-analysis-methods-for-production-qz67qjrh7k2i","2025","Journal Article","Physics of fluids","Lei Tao
Tingting Zhang
Wenyang Shi
Jiajia Bai
Zhengxiao Xu
Qingjie Zhu
Na Zhang
Yong Song","10.1063/5.0277974","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses XGBoost and RS-MLP for sensitivity analysis of polymer flooding; does not employ LMMs, focus on viscosity prediction, or discuss multicollinearity, VIF, ICC, or REML.","In heavy oil polymer flooding development, accurately identifying dominant control parameters and their impacts on production performance is crucial for enhancing development efficiency. To overcome the limitations of conventional numerical simulation methods characterized by time-consuming computations and low efficiency, this study employs a random search-optimized multilayer perceptron (RS-MLP) proxy model as its foundation. Through comprehensive comparison of eXtreme gradient boosting (XGBoost) and random forest (RF) algorithm performance, XGBoost was selected for feature importance analysis, utilizing information gain to quantitatively evaluate the influence of both static and dynamic parameters on oil rate, water cut, oil recovery factor, and pressure maintenance level. The study shows that nonlinear connections between parameters are well captured by the XGBoost model. While porosity largely controls fluctuations in oil output and water cut, oil saturation has the biggest effect on oil recovery factor and oil rate among static characteristics. With an average sensitivity of 0.265 across water cut, oil recovery factor, and pressure distribution, injection rate exhibits significant regulatory impacts on displacement dynamics for dynamic parameters. In comparison to traditional numerical simulation, the created RS-MLP proxy model improves computational efficiency by two orders of magnitude while achieving good prediction accuracy (R2 = 0.96) with a mean absolute error of 1.98. This study shows that, in some situations, data-driven techniques can successfully take the place of traditional numerical simulations to produce quick and precise sensitivity analysis. The method has great practical relevance for achieving intelligent reservoir management and offers a novel technical way for optimizing polymer flooding development in heavy oil reservoirs. "
"Oil Viscosity Models for Greater Burgan Oilfield-Kuwait","https://scispace.com/paper/oil-viscosity-models-for-greater-burgan-oilfield-kuwait-kputzcavf7","","Journal Article","International journal of petroleum and petrochemical engineering","Asrar AlShammari
Osamah Alomair
Adel M. Elsharkawy","10.20431/2454-7980.0802002","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ",": In the petroleum industry, the prediction of viscosity using correlations is commonly used for solving many reservoir engineering and surface production problems. In the last seven decades, several black oil viscosity models have been developed. However, these models may only be suitable for the geological regions for which they were developed and may not provide acceptable results for crude oils for other regions. The purpose of this paper is to create a comprehensive oil viscosity models for the Greater Burgan Oilfield-Kuwait which is the second-largest oil field in the world with estimated recoverable oil of nearly 6% of the world's proven conventional oil reserve. Therefore, 824 data points of oil viscosity measurements for the Greater Burgan Oil Field has been used to evaluate the accuracy of the published models and later used to develop a new oil viscosity models for estimating dead, saturated, bubble point, and under saturated oil viscosities. The validity and accuracy of the proposed models were confirmed by comparing their predictions with 166 measured data points from the field itself. These new models showed better accuracy in estimating oil viscosity in all pressure and temperatures ranges, compared to previously published viscosity ones. Additionally, the results show that using the newly developed black oil models, the viscosity of Greater Burgan Oil Field crudes can be predicted with AARE values of 5.86% for dead oil, 4.8% for saturated oil, 5.4% at bubble point, and 1.9% for undersaturated oil. The new models will improve our predications of oil flow rate, pressure drop in tubing and flow lines and hence the design of production equipment and surface facilities. These models can easily be integrated into reservoir simulation for planning primary, secondary and EOR studies."
"Characterization of asphaltene molecular structures by cracking under hydrogenation conditions and prediction of the viscosity reduction from visbreaking of heavy oils","https://scispace.com/paper/characterization-of-asphaltene-molecular-structures-by-3s238nkea4","2013","","","Rosa I Rueda-Velasquez","10.7939/R3DM5P","https://scispace.com/pdf/characterization-of-asphaltene-molecular-structures-by-3s238nkea4.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses empirical viscosity mixing rules to predict heavy‑oil viscosity reductions; does not employ linear mixed‑effects models or discuss related diagnostics.",""
"A New Correlation for Prediction of Viscosities of Omani Fahud-Field Crude Oils","https://scispace.com/paper/a-new-correlation-for-prediction-of-viscosities-of-omani-45m3u4rpj2","2012","Book Chapter","","Nabeel Al-Rawahi
Gholamreza Vakili-Nezhaad
Ibrahim Ashour
Amin Fatemi","10.5772/47813","https://scispace.com/pdf/a-new-correlation-for-prediction-of-viscosities-of-omani-45m3u4rpj2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a new empirical correlation for predicting viscosities of Omani Fahud-field crude oils, but does not use LMMs or discuss model diagnostics.",""
"Modelling Viscosity based on a Molecular Description","https://scispace.com/paper/modelling-viscosity-based-on-a-molecular-description-2par62ud5w","2014","","","Nicolas Riesco
Velisa Vesovic","","https://scispace.com/pdf/modelling-viscosity-based-on-a-molecular-description-2par62ud5w.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Vesovic-Wakeham kinetic theory model to predict viscosities of natural gas and alkane mixtures; does not employ linear mixed-effects models, heavy‑oil reservoir context, or any listed diagnostics.","In this paper, we illustrate that the modern trends for viscosity prediction are moving away from empirically based methods to those that make use of a sound theoretical framework and are validated against primary experimental data. The Vesovic-Wakeham (VW) method is in the forefront of these developments. It is founded on the kinetic theory of hard-sphere fluids that is appropriately modified to take into account the behaviour of real fluids. It makes use of mixing rules that are thermodynamically consistent and more importantly have no adjustable parameters. In this work the VW model has been used to predict the viscosity of reservoir fluids that are of interest to the oil and gas industry. In particular, we examined the predictive capabilities of VW model by comparing against accurate experimental data on natural gas and liquid alkane mixtures that form the main constitutes of oil. The natural gas data were reproduced with uncertainty of better than 1%, while the viscosities of liquid alkane mixtures were reproduced with the uncertainty of 4%."
"Measurement and Prediction of Volumetric and Transport Properties of Reservoir Fluids At High Pressure","https://scispace.com/paper/measurement-and-prediction-of-volumetric-and-transport-4nzr0v4o64","1998","Journal Article","Oil & Gas Science and Technology-revue De L Institut Francais Du Petrole","H. B. De Sant'ana
Philippe Ungerer
C. Batut
Gerard Moracchini
Jose Sanchez
J. Carrier
D. M. Jensen","10.2516/OGST:1998024","https://scispace.com/pdf/measurement-and-prediction-of-volumetric-and-transport-4nzr0v4o64.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Measures HP‑HT fluid viscosity with capillary method and mixing‑rule EOS; does not use linear mixed‑effects models, heavy‑oil context, or statistical diagnostics.","Discoveries of oil and gas fields under severe conditions of temperature (above 150°C) or pressure (in excess of 50 MPa) have been made in various regions of the world. In the North Sea, production is scheduled from deep reservoirs at 190°C and 110 MPa. This brings with it important challenges for predicting the properties of reservoir fluids, both from an experimental and a theoretical standpoint. In order to perform fluid studies for these reservoir conditions, IFP has developed a specific mercury-free high pressure apparatus with sapphire windows, a phase sampling device and viscosity determination by the capillary tube method. Its application is illustrated here using examples of real fluids and model mixtures. This equipment was first used to measure volumetric properties for gases. It has been shown that very high compressibility factors can be found with HP-HT gas condensates. This has a strong influence on recovery factors during primary depletion. In order to predict more accurately the volumetric properties of mixtures under these conditions, we propose to use a conventional equation of state, such as Peng-Robinson, with two improvements :- a modified temperature-dependent volume translation method, calibrated for high pressure density data; the method is simple, more accurate than other volume translation methods and fully consistent with lumping procedures;- a quadratic mixing rule on the covolume. Specific phase behavior can also be found. At low temperatures, wax crystallization can occur from a fluid which is a gas condensate at reservoir temperature. This feature is due to the simultaneous presence of abundant methane and heavy paraffins. A study of model fluids in a sapphire cell has allowed us to identify the possible types of phase diagrams. Although generally not considered to be an important parameter, gas viscosity may have some importance in the production of HP-HT accumulations, because of high flow rates. Viscosity models exhibit significant uncertainties because of large viscosity contrasts between the individual components of the reservoir fluid. In order to test and improve prediction methods, we started the acquisition of viscosity data under representative conditions. Special care was taken in the implementation of the capillary tube method, so that low viscosities (down to 0. 02 mPa. s) could be measured with high accuracy at pressures up to 120 MPa on simple systems, such as methane, n-pentane, nitrogen, and nitrogen-pentane mixtures. As a result, it was possible to evaluate mixing rules for viscosity predictions."
"Continental-scale patterns of extracellular enzyme activity in the subsoil: an overlooked reservoir of microbial activity","https://scispace.com/paper/continental-scale-patterns-of-extracellular-enzyme-activity-7yapn1zixv","2020","Dataset","","Nicholas C. Dove
Keshav Arogyaswamy
Sharon A. Billings
Jon Bothoff
Chelsea J. Carey
Caitlin Cisco
Jared L. DeForest
D. Fairbanks
Noah Fierer
Rachel E. Gallery
Jason P. Kaye
Kathleen A. Lohse
Mia R. Maltz
Emilio Mayorga
Jennifer Pett-Ridge
Wendy H. Yang
Stephen C. Hart
Emma L. Aronson","10.22541/AU.158506269.92117079","https://iopscience.iop.org/article/10.1088/1748-9326/abb0b3/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses mixed-effects models to examine enzyme activity in soils, not viscosity prediction; no LMMs for heavy oil or related diagnostics discussed.","Stabilization of microbial-derived products such as extracellular enzymes (EE) has gained attention as a possibly important mechanism leading to the persistence of soil organic carbon (SOC). While the controls on EE activities and their stabilization in the surface soil are reasonably well-understood, how these activities change with soil depth and possibly diverge from those at the soil surface due to distinct physical, chemical, and biotic conditions remains unclear. We assessed EE activity to a depth of 1 m (10 cm increments) in 19 soil profiles across the Critical Zone Observatory Network, which represents a wide range of climates, soil orders, and vegetation types. Activities of four carbon (C)-acquiring enzymes (α-glucosidase, β-glucosidase, β-xylosidase, and cellobiohydrolase), two nitrogen (N)-acquiring enzymes (N-acetylglucosaminidase and leucine aminopeptidase), and one phosphorus (P)-acquiring enzyme (acid phosphatase) were measured fluorometrically along with SOC, total N, Olsen P, pH, clay concentration, and phospholipid fatty acids, which we used to characterize the microbial community composition and biomass (MB). For all EEs, activities per gram soil correlated positively with MB and SOC; all of which decreased logarithmically with depth (p < 0.05). Across all sites, over half of the potential soil EE activities per gram soil consistently occurred below 20 cm for all measured EEs. Activities per unit MB or SOC were substantially higher at depth (soils below 20 cm accounted for 80% of whole-profile EE activity), suggesting an accumulation of stabilized (i.e., mineral sorbed) EEs in subsoil horizons. The pronounced enzyme stabilization in subsurface horizons was corroborated by mixed-effects models that showed a significant, positive relationship between clay concentration and MB-normalized EE activities in the subsoil. Furthermore, the negative relationships between soil C, N, and P and C-, N-, and P-acquiring EEs found in the surface soil decoupled at 20 cm, which could have also been caused by EE stabilization. This suggesting that EEs do not reflect soil nutrient availabilities at depth. Taken together, our results suggest that deeper soil horizons hold a significant reservoir of EEs, and that the controls of subsoil EEs differ from their surface soil counterparts."
"The Seismic Quest for Estimating Heavy Heavy Oil Viscosity","https://scispace.com/paper/the-seismic-quest-for-estimating-heavy-heavy-oil-viscosity-4lysw4r3qv","2011","","","Fereidoon Vasheghani
Larry Lines
Joan Embleton","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Estimates heavy oil viscosity via seismic Q tomography, but does not use mixed-effects models, include geochemistry, or discuss model diagnostics.","In heavy oil reservoirs, the enhanced oil recovery (EOR) is largely governed by the mobility of fluids. These EOR methods generally attempt to increase mobility by lowering the fluid viscosity. Hence, it is important to have knowledge of viscosity throughout the reservoir. While viscometers and geochemistry can be used to estimate viscosity from borehole samples, we attempt to estimate viscosity between boreholes. Recent research by Vasheghani and Lines (2009) shows the relationship between heavy oil viscosity and seismic Q. The estimation of Q (inverse attenuation) is attempted using a crossborehole tomography method of Quan and Harris (1997). The combination of Q tomograms and rock physics models is subsequently used to produce estimates of viscosity between boreholes. The details of this research are published in the PhD thesis of Vasheghani (under preparation)."
"Diffusion Coefficients in Systems Related to Reservoir Fluids: Available Data and Evaluation of Correlations","https://scispace.com/paper/diffusion-coefficients-in-systems-related-to-reservoir-1vrdhb2h","2022","Journal Article","Processes","Yibo Yang
Erling Halfdan Stenby
Alexander Shapiro
Wei-Mon Yan","10.3390/pr10081554","https://scispace.com/pdf/diffusion-coefficients-in-systems-related-to-reservoir-1vrdhb2h.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** No relevant content; paper focuses on diffusion coefficients, not viscosity or mixed-effects modeling.","Molecular diffusion determines the time to reach local equilibrium in a reservoir. It can be a main production mechanism in scenarios such as production from fractured reservoirs or tight formation. However, there is a lack of high-pressure diffusion coefficients for reservoir fluids and its related systems. Many correlations exist, but there is no consensus on their accuracy for these systems. We provide a systematic review of the available data for systems related to reservoir fluids, as well as a comprehensive comparison of five commonly used correlations for hydrocarbon mixtures, including the extended Sigmund, Riazi-Whitson, Leahy-Dios-Firoozabadi, Wilke–Chang, and the Hayduk–Minhas correlations. We collected extensive data of diffusion coefficients in binary mixtures related to petroleum fluids and established a database of over 80 binaries and 1600 data points. We also collected the data for gas diffusion in different oils and reservoir fluids, but the data in high-pressure live oils are extremely scarce. The five correlations were evaluated using the binary database, and a few selected correlations using the oil database. None of the correlations show consistent and dominant superiority for all the binary mixtures, although some are better for particular groups/regions. For oils and reservoir fluids, the composition information is often incomplete. Only a few sets allow a comparison between different correlations. Although some trends can be identified from the correlation evaluation, no conclusive recommendation is made for a particular model, due to the data scarcity. The findings underscore the need for more accurate measurement and modeling of gas diffusion in mixtures that are more representative of reservoir fluids at high pressures."
"Shale Asphaltene Nanostructure and Gas Preservation: A Molecular-Level Structure–Function Relationship and Predictive Modeling","https://scispace.com/paper/Rbe495dqhNQJ","","","","L Wang
S Gao
Q Peng
C Deng
J Yang
P Yuan","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses molecular-level modeling of shale asphaltenes to predict gas adsorption, but provides no evidence of linear mixed-effects models, viscosity prediction, or related statistical diagnostics.",""
"Insights into the Prediction of Condensate Viscosity Near the Wellbore by ELM and ANFIS-PSO Strategies","https://scispace.com/paper/insights-into-the-prediction-of-condensate-viscosity-near-4o1wqw6gph","2020","Posted Content","","Maryam Naseri","10.21203/RS.3.RS-115782/V1","https://scispace.com/pdf/insights-into-the-prediction-of-condensate-viscosity-near-4o1wqw6gph.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","
 By lowering the pressure beneath the dew point as the result of production in gas condensate (GC) reservoirs, liquid droplets are formed in the borehole zone. Accurate prediction of production and optimization in these reservoirs requires specific properties such as liquid viscosity. Empirical models have already developed to predict this parameter. Due to the peculiar behavior of fluids beneath the dew point pressure (DPP), the prediction of liquid viscosity associates with an error. With the development of machine learning (ML) approaches, studies on fluid properties like other sciences have entered in a new phase. In this study, extreme learning machine (ELM) and adaptive neuro-fuzzy inference system with particle swarm optimization (ANFIS-PSO) methods applied to this end. Therefore, a big data bank including reservoir and fluid properties including reservoir temperature and pressure, specific gravity (SG) of gas, API gravity, and gas to oil ratio (Rs) were used. The results showed that R-squared and RMSE for ANFIS-PSO are 0.755 and 0.15, respectively, while these values are 0.889 and 0.06 for ELM which shows that the last model has a better performance in estimating output values. Also, the range of reliable data is determined, and further, a sensitivity analysis was done, which showed that the greatest impact on the viscosity was from SG and API gravity has the least effect on it. This model can be used as a reference for calculating condensate viscosity and also by expanding the range of datasets, it can be applied in the commercial software."
"Evaluation of Heavy Oil/Bitumen- Solvent Mixture Viscosity Models","https://scispace.com/paper/evaluation-of-heavy-oil-bitumen-solvent-mixture-viscosity-bwoiky417f9n","","","","Y Wen
A Kantzas","10.2118/06-04-04","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Compares NMR‑based, Cragoe, and Shu viscosity prediction models for heavy oil/bitumen‑solvent mixtures, but does not use LMMs, geochemistry, or model diagnostics.","High viscosity is a major concern in the recovery of heavy oil and bitumen. Viscosity reduction could be achieved by mixing bitumen with solvents. Cragoe(1) and Shu(2) have developed widely used methods for liquid mixture viscosity predictions. However, in these two models, the viscosities or densities of the heavy oil/bitumen and solvents have to be known at some reference condition.Low field nuclear magnetic resonance (NMR) relaxometry is an effective, non-destructive alternative for determining the petrophysical properties of oil reservoirs. It has also been shown to successfully predict the viscosity of conventional oils, heavy oils, and mixtures of oils with solvents.In this paper, a regression model of experimental data, Cragoe(l), Shu(1), and NMR models are compared with experimental data which were obtained from four heavy oil/bitumen samples mixed with six solvents in different ratios. NMR-based predictions are found to be similar to those of the Shu(2) model and superior to the predictions of the Cragoe(l) model."
"Do phosphorus amendments enhance biodegradation activity in stalled petroleum hydrocarbon‐contaminated soil?","https://scispace.com/paper/do-phosphorus-amendments-enhance-biodegradation-activity-in-4tp2y8tle8","2024","Journal Article","Journal of Environmental Quality","Aimée Schryer
Steven D. Siciliano","10.1002/jeq2.20594","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Abstract Phosphorus (P) fertilizers promote soil petroleum‐hydrocarbon (PHC) bioremediation by correcting carbon‐to‐P ratio imbalances. While these inputs create conditions favorable to microbial growth, areas of a site or an entire site with low degradation rates (i.e., “stalled”) occur for unknown reasons. We hypothesized that soil conditions limit P bioavailability, leading to stalls in PHC bioremediation, and adding the correct P amendment restarts microbial activity. Soils were collected and characterized from four cold calcareous PHC‐impacted sites in Saskatchewan, Canada, undergoing bioremediation. A generalized linear mixed model identified that regions with lower degradation rates possessed a neutral pH with high magnetic and salinity values. In a subsequent laboratory experiment, the proportion of benzene degraded at greater rates within active (i.e., higher degradation rates) than stalled soils, thereby following model predictions ( p ‐value = 0.19, Kruskal–Wallis). The PHC degradation efficiency of different P amendments was tested by doping stalled soils ( n = 3) with one of five treatments: 0 (control), 0 (autoclaved control), or 50 mg phosphate kg −1 soil as sodium diphosphate, triethyl phosphate, or tripolyphosphate. Tripolyphosphate accelerated benzene degradation (75.5 ± 5.4%) in one stalled soil (Outlook 323) and increased degradation non‐significantly (43.9 ± 9.4%) in another (Allan 917). Alternatively, the final sample (Davidson 421) possessed the greatest benzene removal with no amendments. This implies that soil P bioavailability may not be the sole cause of decreased microbial activity. Accordingly, combining model outputs with mineralogy and microbiology investigations could enhance PHC biodegradation rates in these cold calcareous soils. "
"Seasonal variation and risks of potentially toxic elements in agricultural lowlands of central Cameroon","https://scispace.com/paper/seasonal-variation-and-risks-of-potentially-toxic-elements-30rferzw","2023","Journal Article","Environmental Geochemistry and Health","Annie S. Nana
Timo Falkenberg
Andrea Rechenburg
Joshua Ntajal
Juliet Wanjiku Kamau
Anne Ayo
Christian Borgemeister","10.1007/s10653-022-01473-9","https://link.springer.com/content/pdf/10.1007/s10653-022-01473-9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Abstract Intensive urban agriculture is expanding in Cameroon, which increases the risks of environmental pollution, particularly in the lowlands. This study assessed the seasonal characteristics of some potentially toxic elements and their ecological risks during the dry and wet seasons in urban agricultural soils in four lowlands in Yaoundé. The area and seasonal variation of some potentially toxic elements (Cu, Pb, Zn, Cd, Cr, and Ni) were evaluated using mixed-effects modeling. The pollution status of these elements in the soil was evaluated and interpreted using parameters such as the single pollution (SPI) and Nemerow composite pollution (NCPI) indices. In addition, the effect of these metals in the environment was assessed using the potential ecological risk index (PERI). The distribution of all the studied elements showed an area effect, while a seasonal effect was only noticeable for Cu. The concentration of Cu, Pb, and Zn was higher than the recommended threshold values in one of the areas sampled, while Cr exceeded these threshold values in all areas during both seasons. Cr exhibited the highest SPI among all studied elements during the dry and wet seasons in all areas. Except for the NCPI in one area, where grade V (strong) soil pollution was recorded during the wet season, the soil from all the study areas exhibited a slight pollution level (grade III) with a mean NCPI between 1 and 2. The PERI value of all areas was below the reference values during both seasons, suggesting an overall low potential contamination risk of the soil biota. The results indicate that preventive action to limit the heavy metal contamination in the lowlands of Yaoundé needs to be taken, for instance, through the promotion of more sustainable use of agrochemicals like pesticides and mineral fertilizers. "
"Viscosity models for bitumen–solvent mixtures","https://scispace.com/paper/viscosity-models-for-bitumen-solvent-mixtures-2irv4k0vya","2021","","","Olalekan S. Alade
Dhafer Al Shehri
Mohamed Mahmoud
Samuel Olusegun
Lateef Owolabi Lawal
Muhammad Shahzad Kamal
Ayman Al-Nakhli","10.1007/S13202-021-01101-9","https://scispace.com/pdf/viscosity-models-for-bitumen-solvent-mixtures-2irv4k0vya.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews viscosity models for bitumen‑solvent mixtures; does not employ linear mixed‑effects models, reservoir‑scale viscosity prediction, or statistical diagnostics.","Viscosity is the resistance of a material to continuous deformation exerted by shear force. High viscosity, which is sometimes greater than 1 million mPa s, at the initial reservoir conditions, is a major challenge to recovery, production, and transportation of bitumen. Addition of organic solvents or diluents with bitumen leads to significant viscosity reduction and forms the basis for the steam/solvent-assisted recovery methods of extra-heavy oil and bitumen. Therefore, modeling and predicting viscosity of bitumen–solvent mixture has become an important step in the development of solvent-assisted system. The aim of this article is to present a concise survey of the various viscosity models that have been proposed to predict the viscosity of bitumen–solvent mixtures, and make comparative discussion on their applicability. Available reports revealed that the accuracy of a model to predict the viscosity of bitumen–solvent mixtures depends on various factors including the type and concentration of solvents, and the properties of the bitumen. Thus, no model has been found to have absolute capability to predict the viscosity for all mixtures. Therefore, there is room for further improvement on the viscosity modeling of bitumen–solvent system for wider applications."
"Viscosity Study of Hydrcarbon Fluids at Reservoir Conditions Modeling and Measurements","https://scispace.com/paper/viscosity-study-of-hydrcarbon-fluids-at-reservoir-conditions-3vror5eaxd","2001","","","Claus K. Zéberg-Mikkelsen
Erling Halfdan Stenby","","https://scispace.com/pdf/viscosity-study-of-hydrcarbon-fluids-at-reservoir-conditions-3vror5eaxd.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** No criteria met; paper focuses on EOS-based viscosity modeling of n‑alkane mixtures, not mixed‑effects models or heavy‑oil reservoir diagnostics.",""
"Application of Inter-Well Connectivity Analysis with a Data-Driven Method in the SAGD Development of Heavy Oil Reservoirs","https://scispace.com/paper/application-of-inter-well-connectivity-analysis-with-a-data-18th0wuj","2023","Journal Article","Energies","Suqi Huang
Ailin Jia
Xia-Long Zhang
Xiaomin Shi","10.3390/en16073134","https://scispace.com/pdf/application-of-inter-well-connectivity-analysis-with-a-data-18th0wuj.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","The development of heavy oil reservoirs in China is of great significance to safeguard national energy security, but great challenges are faced due to the complex and heterogeneous reservoir properties. Inter-well connectivity analysis is critical to enhancing the development performance, as it is a good way to interpret fluid flow and provides a theoretical basis for injection-production optimization. Data-driven deep learning methods have been widely used in reservoir development and can be employed to develop surrogate models of injection and production and to infer inter-well connectivity. In this study, the model performance of a recurrent neural network (RNN) and its four variants were evaluated and compared in a temporal production prediction. The comparison results showed that bidirectional gated recurrent unit (Bi-GRU) is the optimal algorithm with the highest accuracy of 0.94. A surrogate model was established to simulate the inter-well connectivity of steam-assisted gravity drainage (SAGD) in the research area by utilizing the Bi-GRU algorithm. A global sensitivity analysis method, Fourier amplitude sensitivity testing (FAST), was introduced and combined with the surrogate model to explain the influence of the input variables on the output variables by quantitatively calculating the sensitivity of each variable. Quantitative results for the inter-well connectivity of SAGD were derived from the sensitivity analysis of the proposed method, which was effectively applied to typical linear patterns and five-spot patterns. Inter-well connectivity varied from 0.1 to 0.58 in test applications, and mutual corroboration with previous geological knowledge can further determine the distribution of the interlayer in the reservoir. The workflow proposed in this study provides a new direction for analyzing and inferring the inter-well connectivity of SAGD in Northeast China heavy oil reservoirs."
"Improvement of CO sub 2 flood performance","https://scispace.com/paper/improvement-of-co-sub-2-flood-performance-2qffajnxak","1991","Report","","D.F. Martin
J.P. Heller","10.2172/5789988","https://scispace.com/pdf/improvement-of-co-sub-2-flood-performance-2qffajnxak.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Develops a new CO₂/crude oil viscosity correlation for flood modeling, but does not use linear mixed-effects models, focus on heavy oil, or discuss multicollinearity, VIF, intraclass correlation, or REML.","This research program is designed to improve oil recovery through carbon dioxide (CO{sub 2}) flooding. The program is composed of two main areas: Displacements of Pure and Impure CO{sub 2}, and CO{sub 2} Mobility Control and Flow Heterogeneities. In Task Area I, work continued on assembling a comprehensive viscosity/density/composition database on CO{sub 2}/crude oil, CO{sub 2}synthetic oil, and lean gas/crude oil systems. A new procedure for estimating CO{sub 2}/crude oil viscosities applicable to both single-phase and equilibrium vapor- and liquid-phase mixtures from a single, internally consistent equation was developed using the database. A series of coreflood displacements concerning the effect of solution gas and free gas on the development of miscibility, using synthetic as well as crude oils, have been completed. Preliminary results from experiments using the new foam/coreflood apparatus to investigate flow through fractured rock systems are presented. Results were matched with the newly developed foam simulator. Foam mechanistic studies using glass micromodels at reservoir conditions have been conducted to compare the performances of SAG and WAG displacements as well as pregenerated vs. in-situ generated foams. Task II consists of research concerned with the reduced efficiency of floods caused by nonuniformity of flow in reservoirs. Research includes three separatemore » areas: the mathematical description of rock heterogeneity, using the relatively new field of geostatistics, with special emphasis on the correlation of geostatistical parameters with calculated sweep efficiency; the history of tracer production from a well, as calculated from simulated displacements in synthetic random fields; and the measurement of small-scale heterogeneities in laboratory samples of reservoir rock, with an evaluation of their effect on flood results and scaling to the field. 149 refs., 121 figs., 24 tabs.« less"
"… DIFFERENCES IN MERCURY EXPOSURE IN AQUATIC INVERTEBRATES AND RIPARIAN SONGBIRDS ACROSS A RIVER-RESERVOIR SYSTEM WITH A …","https://scispace.com/paper/8GQ7RILezTgJ","","","","AK Jackson
C Eagles-Smith","","https://ir.library.oregonstate.edu/downloads/736669518#page=55","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ",""
"A new method used to determine the lower limit of the petrophysical parameters for reservoir and its application: a case study on Zhongbu gas field in Ordos basin","https://scispace.com/paper/a-new-method-used-to-determine-the-lower-limit-of-the-5ahd20qpdr","1999","","","Wan Ling","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","It’s important to exactly determine the lower limit of petrophysical parameters for reservoir in calculation of reserves.Laboratory test is commonly used to get the lower limit values.However,the test is complicated and takes a long time.As for intensively anistropic reservoir,a large amount of data should be obtained which means much more time and costs.Therefore an easy,fast and economic method is necessary to be provided instead of traditional test.Distribution function is one of the most important mathematic characteristics of geological body.Distribution curve is often used to analyse the distribution regularity of the studied object.The distribution function curve method presented in this paper is a new statistic method used to determine the lower limit of petrophysical parameters for reservoir.Based on making full use of data from well logging interpretation available in oil gas field,the disribution curves for effective and non effective gas bearing reservoirs are drawn in the same coordinate system respectively.Theoretically,if there exists a point of intersection for the two curves,the corresponding frequency must be zero.Actually,there is a superimposed region because of the mixed effects for the effective and non effective gas bearing reservoir.Under the condition of no seperation of mixed effects,the value corresponding to the intersection point for the two curves is taken as the lower limit.This method is applied to the determination of lower limit for the gas bearing resevoir of Zhongbu Gas Field in Ordos Basin.The results coincides well with the values obtained by methods of accumulative production capacity,experience statistics and laboratory test,which demonstrates that this method is successful and valuable to be extended."
