"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Geochemical characterization of a biodegraded crude oil,assranfield, central gulf of suez","https://scispace.com/paper/geochemical-characterization-of-a-biodegraded-crude-oil-2dmjg88o7w","2009","Journal Article","Journal of Petroleum Geology","Abdelrahman H. Hegazi
M. Sh. El-Gayar","10.1111/J.1747-5457.2009.00454.X","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes crude oil biodegradation using GC‑MS biomarkers, including hopanes and steranes; does not mention specific markers like methylphenanthrenes or asphaltenes.","A crude oil sample from the Assran field in the Central Gulf of Suez (Egypt) was analysed geochemically and characterized in terms of a variety of source and maturity dependent biomarkers. Biodegradation was indicated by increasing concentration ratios of Pr/n-C17 and Ph/n-C18. However, biodegradation was only slight as GC-MS analyses of the saturate and aromatic fractions showed that hopanes, steranes, aromatic steroids and polycyclic aromatic compounds including sulphur heterocycles remained intact. The sterane and hopane distributions showed a predominance of C27 steranes, a low diasterane index, an abundance of gammacerane, a high homohopane index and an oleanane index < 0.2. The results indicate that the Assran-10 crude oil was derived from a marine carbonate source deposited in a highly reducing saline environment with a high bacterial contribution, consistent with the Upper Cretaceous Brown Limestone or Lower Eocene Thebes Formation containing Type IIS kerogen. Maturity parameters based on changes in the stereochemistry at chirality centres in hopane and sterane nuclei, such as C30βα/(βα+αβ) and C31 22S/(22S+22R) hopanes and C29ββ/(ββ+αα) and C29 20S/(20S+20R) steranes, together with triaromatic sterane cracking ratios, indicate that the oil sample was marginally mature. The results also suggest that biodegradation is probably due to sulphate-reducing anaerobic bacteria."
"Sequential hydrocarbon biodegradation in a soil from arid coastal Australia, treated with oil under laboratory controlled conditions","https://scispace.com/paper/sequential-hydrocarbon-biodegradation-in-a-soil-from-arid-573o4er7yq","2008","Journal Article","Organic Geochemistry","Paul F. Greenwood
Sarah Wibrow
Suman George
Mark Tibbett","10.1016/J.ORGGEOCHEM.2008.05.005","https://research-repository.uwa.edu.au/files/1451142/11699_PID11699.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Studies petroleum biodegradation in Australian soil, tracking methylphenanthrene degradation; includes biomarker analysis but lacks explicit mention of analytical techniques.",""
"La biodégradation des hydrocarbures pétroliers : Dossier : géochimie organique","https://scispace.com/paper/la-biodegradation-des-hydrocarbures-petroliers-dossier-39h674l9ot","1995","Journal Article","Analusis","L. Rivet","","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses petroleum biodegradation and uses GC‑MS for analysis; does not address biomarkers or any listed specific compounds/markers.","La biodegradation est un des processus qui peut affecter les produits fossiles tel le petrole, soit au sein des roches reservoirs, soit lors du stockage ou du transport dans les oleoducs. Ce phenomene n'affecte pas les differentes classes d'hydrocarbures de la meme maniere et a la meme vitesse. La structure des molecules est le facteur principal controlant ces transformations bacteriennes. L'analyse des hydrocarbures residuels et les eventuelles transformations des composes hydrocarbones permettent d'evaluer le degre de biodegradation. Le principal outil analytique utilise dans ces etudes est le couplage chromatographie gazeuse/spectrometrie de masse (CG/SM)."
"Phenanthrene and Methylphenanthrene Isomers in Maturity Assessment of Biodegraded Crude Oils (Sakhalin, Russia)","https://scispace.com/paper/phenanthrene-and-methylphenanthrene-isomers-in-maturity-3spfcpn7pn","2017","Journal Article","Eurasian Chemico-Technological Journal","Ksenija Stojanović
Branimir Jovančićević
Anatoly K. Golovko
Julia Golovko
Galina S. Pevneva
Olga Cvetković
Dragomir K. Vitorović","10.18321/ECTJ537","https://scispace.com/pdf/phenanthrene-and-methylphenanthrene-isomers-in-maturity-3spfcpn7pn.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses methylphenanthrene isomer distributions to develop new maturation parameters for biodegraded crude oils, but lacks explicit biomarker discussion and analytical method mention.","This paper is aimed at defining two new advantageous maturation parameters based on distribution and abundance of phenanthrene (P) and methylphenanthrene (MP) isomers in the tricyclic fraction of aromatic hydrocarbons: MPI 3+1/PAI 1 and [2(2-MP+3-MP)+P]/1-MP. The applicability of newly proposed parameters was checked by correlation analysis. Depth of the reservoir rock, diasterane maturation parameter, as well as several typical aromatic fraction maturation parameters were used for this purpose. The examined oils (fourteen samples from nine oil fields of Sakhalin Island, Russia), were of Miocene age and from reservoir rocks of relatively wide range of depths (73-2841 m). All samples represented biodegraded, or mixtures of biodegraded and nonbiodegraded oils [1]."
"Evaluation of the diagnostic ratios for the identification of spilled oils after biodegradation","https://scispace.com/paper/evaluation-of-the-diagnostic-ratios-for-the-identification-256pz83jju","2013","","","Chuanyuan WangXuelu GaoZhigao Sun
Zhijiang QinXiaonan YinShijie He","","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates biodegradation effects on oil and uses hopane/sterane biomarkers for source identification, but lacks listed specific markers and does not cite GC‑MS, chromatography, or geochemistry.","Biodegradation, one of the most important weathering processes, alters the composition of spilled oil, making it difficult to identify the source of the release and to monitor its fate in the environment. A laboratory experiment was conducted to simulate oil spill weathering process of microbial degradation to investigate composi- tional changes in a range of source- and weathering- dependent molecular parameters in oil residues, and the conventional diagnostic ratios for oil spill identification were also evaluated. The conventional diagnostic ratios of n-alkane displayed obvious changes after biodegradation, especially for Pr/n-C17 and Ph/n-C18 with relative standard deviation more than 118.84 %, which suggests they are invalid for oil source identification of the middle-serious spill. Many polycyclic aromatic hydrocarbons (PAHs) are more resistant to biodegradation process than their satu- rated hydrocarbon counterparts, thus making PAHs to be one of the most valuable fingerprinting classes of hydro- carbons for oil identification. Biomarker ratios of hopanes and steranes were also useful for source identification even after moderate biodegradation, and the diagnostic ratios from them could be used in tracking origin and sources of hydrocarbon pollution. Finally, the carbon isotopic type curve may provide another diagnostic means for correla- tion and differentiation of spilled oils, and be particularly valuable for lighter refined products or severely biode- graded oils, the source of which may be difficult to identify by routine biomarker techniques."
"Genesis of biomarker hydrocarbons in the environment and their role in assessing an oil pollution source","https://scispace.com/paper/genesis-of-biomarker-hydrocarbons-in-the-environment-and-3amiaobzjr","2006","Journal Article","Petroleum Chemistry","Galina P. Kayukova
G. N. Gordadze
L. Z. Nigmedzyanova
A. M. Kiyamova
A. G. Romanov
S. K. Zaripova
R. P. Naumova","10.1134/S0965544106010014","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses biomarker hydrocarbons and their changes during petroleum biodegradation, but does not mention required specific markers or analytical techniques.","Oil spills are classified according to chemical types that reflect qualitative and quantitative changes in petroleum composition during biodegradation in soil. Possible trends in composition of biomarker petroleum hydrocarbons in polluted soil, as determined by natural and climatic conditions and by activation of soil micro-flora, were revealed. It was shown that the use of selective bioremediation methods could lead to a noticeable redistribution of the relative amount of C27:C28:C29 steranes in marine crude oils owing to more intense degradation of C27 steranes (5α, 14β, 17β, 20R and 20S, as well as 5α, 14α, 17α, 20R and 20S) as compared with their higher C29 homologues. The observed changes in the composition of steranes suggest another, namely, terrigenous origin of petroleum, and, thus, may lead to an erroneous conclusion concerning the genotype of crude oil as a pollution source. It was found that hopane hydrocarbons are highly stable under similar conditions. It was shown that the set of biomarker hydrocarbons might be useful as biological indicators in the assessment of a petroleum pollution source."
"Fossil Steroid Biomarkers from Brazilian Marine Crude Oils Revealed by Gc×Gc−Tofms and Apci(+)Ft−Icr Ms","https://scispace.com/paper/fossil-steroid-biomarkers-from-brazilian-marine-crude-oils-2pa39rqyd1","2019","Proceedings Article","","Bruno Quirino Araújo
Lindamara M. Souza
F.R. Aquino Neto
Débora A. Azevedo
Wanderson Romão","10.3997/2214-4609.201902752","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses GC×GC‑TOFMS and APCI‑FT‑ICR MS to analyze steroid biomarkers in Brazilian crude oils; mentions biodegradation only briefly, no specific markers listed.","Steroidal hydrocarbon biomarkers are important geochemical components in source rocks and crude oils. In general, their distribution pattern is used for characterization of organic matter source, oil-to-source correlation, maturation degree and biodegradation of geological samples. Fossil steroids are poorly resolved by gas chromatography techniques (e.g., GC−FID), requiring the combination with simple quadrupole mass spectrometry or tandem mass spectrometry (e.g., QqQ, QTOFMS) (Peters et al., 2005). Recently, new trends in the application of analytical techniques to petroleum analysis have improved the resolution of most hydrocarbons using comprehensive two-dimensional gas chromatography coupled to time-offlight mass spectrometry (GC×GC–TOFMS) and the evaluation of hydrocarbon classes by positive-ion atmospheric pressure chemical ionization in combination to Fourier transform ion cyclotron resonance mass spectrometry (APCI(+)FT−ICR MS) (Araújo and Azevedo, 2016, Tose et al., 2019)."
"Long-term fate and persistence of the spilled Metula oil in a marine salt marsh environment: Degradation of petroleum biomarkers","https://scispace.com/paper/long-term-fate-and-persistence-of-the-spilled-metula-oil-in-4ed0dym1ac","2001","Journal Article","Journal of Chromatography A","Zhendi Wang
Merv Fingas
E.H Owens
L. Sigouin
Carl E. Brown","10.1016/S0021-9673(01)01051-2","https://www.researchgate.net/profile/Merv-Fingas/publication/314292703_Fate_and_Persistence_of_Long-Term_Spilled_Metula_Oil_in_the_Marine_Salt_Marsh_Environment_Degradation_of_Petroleum_Biomarkers/links/5efb418c92851c52d609f549/Fate-and-Persistence-of-Long-Term-Spilled-Metula-Oil-in-the-Marine-Salt-Marsh-Environment-Degradation-of-Petroleum-Biomarkers.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses biodegradation of petroleum biomarkers; lacks mention of listed specific markers and does not explicitly cite GC‑MS, chromatography, or geochemistry.",""
"Biodegradation of Isoprenoids, Steranes, Terpanes, and Phenanthrenes During In Situ Bioremediation of Petroleum-Contaminated Groundwater","https://scispace.com/paper/biodegradation-of-isoprenoids-steranes-terpanes-and-1uh6hyt3dw","2017","Journal Article","Clean-soil Air Water","Vladimir Beškoski
Srdjan Miletić
Mila Ilić
Gordana Gojgić-Cvijović
Petar Papic
Nenad Marić
Tatjana Šolević-Knudsen
Branimir Jovančićević
Takeshi Nakano
Miroslav M. Vrvić","10.1002/CLEN.201600023","https://scispace.com/pdf/biodegradation-of-isoprenoids-steranes-terpanes-and-1uh6hyt3dw.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Studies biodegradation of petroleum compounds including steranes and terpanes during in situ remediation; does not cover listed specific markers or mention GC‑MS/chromatography.","This is the peer-reviewed version of the following article: 	Beskoski, V. P.; Miletic, S.; Ilic, M.; Gojgic-Cvijovic, G.; Papic, P.; Maric, N.; Solevic-Knudsen, T.; Jovancicevic, B. S.; Nakano, T.; Vrvic, M. M. Biodegradation of Isoprenoids, Steranes, Terpanes, and Phenanthrenes During In Situ Bioremediation of Petroleum-Contaminated Groundwater. Clean - Soil, Air, Water 2017, 45 (2). [https://doi.org/10.1002/clen.201600023]"
"Petrophysical properties of bitumen from the Upper Devonian Grosmont reservoir, Alberta, Canada","https://scispace.com/paper/petrophysical-properties-of-bitumen-from-the-upper-devonian-2lmbhp1vaa","2009","","","Yi Zhao","10.7939/R3MX5N","https://scispace.com/pdf/petrophysical-properties-of-bitumen-from-the-upper-devonian-2lmbhp1vaa.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes biodegradation of Grosmont bitumen using sterane, hopane, and other biomarkers, but does not mention required specific markers or analytical techniques.",""
"Biomarker Assessment of Crude Oil Biodegradation, A Case Study of the'Y'Field of the Niger Delta","https://scispace.com/paper/SXSafkcOlGsJ","","","","B Takyi
BE Thompson
BF Kofi","","https://journals.umat.edu.gh/index.php/gmj/article/download/752/201","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses biomarker evaluation to assess crude oil biodegradation in Niger Delta; does not specify any listed markers or analytical techniques such as GC‑MS.",""
"Evidence for mixed and biodegraded crude oils in the Socororo field, Eastern Venezuela Basin","https://scispace.com/paper/evidence-for-mixed-and-biodegraded-crude-oils-in-the-35oxri3nt7","2015","Journal Article","Organic Geochemistry","Liliana López
Salvador Lo Mónaco
John K. Volkman","10.1016/J.ORGGEOCHEM.2015.02.006","https://saber.ucv.ve/jspui/bitstream/10872/16008/1/Lopez%20et%20al%202015.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses biomarker parameters to evaluate biodegraded crude oils in Socororo field, but does not specify targeted compounds or analytical techniques.",""
"用沥青质中生物标志化合物判识生物降解油的油源","https://scispace.com/paper/yong-li-qing-zhi-zhong-sheng-wu-biao-zhi-hua-he-wu-pan-shi-ie41ip63p3zu","","","","徐冠军
张大江
王培荣","10.1360/csb2003-48-4-400","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses biodegradation and biomarkers using RICO method on asphaltenes, but lacks GC‑MS, chromatography, or listed specific markers.","采用钌离子催化氧化法(简称RICO)研究了已知为同源的3个酒泉盆地原油和同源但生物降解程度不同的3个吐哈盆地原油样品中的沥青质, 初步验证键合在同源样品沥青质中的生物标志化合物尤其是甾烷类是相似的, 与饱和烃中游离的生物标志化合物具一定的可比性, 与生物降解程度无关. 报道了对一个严重生物降解原油的应用实例. 通过RICO法处理沥青质, 研究键合在沥青质中的生物标志化合物及苯羧酸甲酯等有关沥青质分子结构的信息, 此方法可能是进行油源对比研究的一个新途径, 该法对研究严重生物降解原油油源的作用更为突出."
"Acidic molecular fossils: origin, isolation and applications","https://scispace.com/paper/acidic-molecular-fossils-origin-isolation-and-applications-1z630o65","2022","Journal Article","","","10.22533/at.ed.736221412","https://scispace.com/pdf/acidic-molecular-fossils-origin-isolation-and-applications-1z630o65.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses petroleum biodegradation and related biomarkers such as 25‑norhopanes, but does not mention required specific markers or analytical techniques.",""
"Aerobic biodegradation of hopanes and norhopanes in Venezuelan crude oils","https://scispace.com/paper/aerobic-biodegradation-of-hopanes-and-norhopanes-in-3eopre3444","2001","Journal Article","Organic Geochemistry","F.D Bost
Roberto Frontera-Suau
Thomas J. McDonald
Kenneth E. Peters
Pamela J. Morris","10.1016/S0146-6380(00)00147-9","https://www.academia.edu/download/104926432/1092.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows aerobic biodegradation of hopanes and norhopanes, discussing biomarkers resistance; does not mention required specific markers or analytical techniques.",""
"Quantification of Biodegradation: Applied Example on Oil Seeps in Armàncies Fm, Southeastern Pyrenees","https://scispace.com/paper/quantification-of-biodegradation-applied-example-on-oil-bdmiwudwpa","2005","","","Albert Permanyer
M.A. Caja","","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses aerobic petroleum biodegradation and uses molecular aromatic markers to quantify consumption; lacks specific marker names and does not cite GC‑MS, chromatography, or geochemistry.","La presencia de petroleo expulsado directamente de la roca madre de la Formacion Armancies, constituye un caso unico para el estudio de los procesos de biodegradacion aerobica en petroleo. El estado de degradacion bacteriana es moderado y esta principalmente limitado a la alteracion de n-alcanos, isoprenoides y algunos aromaticos. La cuantificacion ha sido realizada mediante el contenido en sulfuro y con los marcadores moleculares de la fraccion aromatica. Los resultados obtenidos indican que entre un 50 y un 60% del petroleo se ha consumido debido al proceso de biodegradacion."
"Molecular Fingerprinting of the Biodegradation of Petroleum Organic Pollutants in Groundwater and under Site-Specific Environmental Impacts","https://scispace.com/paper/molecular-fingerprinting-of-the-biodegradation-of-petroleum-2kj8zk7f0r","2024","Journal Article","Water","Mei Yang
Yuesuo Yang
Xinyao Yang
Xiaoming Song
Xinzhong Du
Ying Lü","10.3390/w16131773","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses petroleum biodegradation using molecular biomarkers like Pr/C17 and Ph/C18, but lacks listed specific markers and does not mention GC‑MS or chromatography.","A quantitative and qualitative assessment using molecular markers derived from compound-specific indices for indicating groundwater impacted by petroleum spills in an oil field was recently undertaken and demonstrated serious contamination, with both high total petroleum hydrocarbons (TPH) (3.68–7.32 mg/L) and hazardous compounds in the groundwater. A petroleum source was identified, and the analysis revealed a decreasing trend of fresh petroleum input, along with groundwater advection and an increasing trend of biodegradation potential at locations farther from the source. This was confirmed via microbial analysis with both biodegrading microorganisms and diversity indices (Shannon, Simpson, and Pielou) and the principal component analysis (PCA) modeling approach, which classified the field samples into three types according to the distribution correlations between different organic compounds. Biodegradation was believed to be the dominant sink of hydrocarbons due to the increasing Pr/C17 and Ph/C18 values with seasonal changes. Raised temperatures activated the microbial degradation process; specifically, low-weight hydrocarbons degraded more rapidly than high-weight hydrocarbons, resulting in the accumulation of an unresolved complex mixture of bioproducts at locations that were farther away. Spatially, the Pr/C17 and Ph/C18 values increased from the upstream to the downstream areas, showing substantial biodegradation. The relationships between the molecular markers and chemical indices were quantified via canonical correlation analysis (CCA) to visually explain the interactive reaction processes. It was also demonstrated that the biodegradation of petroleum organics can be characterized by the consumption of dissolved oxygen and a decreasing Pr/Ph ratio, due to system reduction. These results demonstrate that compound-specific molecular markers, coupled with biochemical parameters, can effectively support a better understanding and effective fingerprinting of the fate and transport of petroleum organic contaminants, thus offering valuable technical support for a cost-effective remediation strategy. "
"C-GC-MS and its Application to Crude Oil Analysis","https://scispace.com/paper/c-gc-ms-and-its-application-to-crude-oil-analysis-5ajayuj59g","1989","Journal Article","","Paul A. Comet
Ooi Siew Tin
Yap Ai Bee","10.7186/BGSM25198901","https://scispace.com/pdf/c-gc-ms-and-its-application-to-crude-oil-analysis-5ajayuj59g.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses GC‑MS and chromatography to analyze petroleum biomarkers, but does not discuss biodegradation or any listed specific markers.","The Gas Chromatograph linked to a Mass Spectrometer with computerised data acquisition capability (C-GC-MS) makes for a very versatile and powerful analytical tool. The important function of the GC-MS in petroleum exploration and production studies is its ability to detect BIOMARKERS. What are biomarkers? They are organic compounds whose carbon skeleton give an unambiguous link with a known natural or biological product. Examples are isoprenoids, triterpanes, steranes, sterols etc. In other words they may be described as ‘chemical fossils’. Their thermal stability in oils and sediments (source-rocks) make them very useful in oil to source rock correlation studies or determination of the number of oil pools present in an area. A study using GC-MS data on nine ‘oil stained’ rock samples from S E Asia and the Bahamas will be highlighted as an example to illustrate the usefulness of C-GC-MS in the recognition of petroleum and determination of its source and maturity."
"PTV-GC×GC-TOFMS: uma promissora técnica para análise de biomarcadores pesados em óleos brasileiros","https://scispace.com/paper/ptv-gc-gc-tofms-uma-promissora-tecnica-para-analise-de-1ym7i8r8bq","2014","","","Paula Lopes de Azevedo","","https://scispace.com/pdf/ptv-gc-gc-tofms-uma-promissora-tecnica-para-analise-de-1ym7i8r8bq.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses PTV‑GC×GC‑TOFMS chromatography to detect and identify heavy petroleum biomarkers; does not discuss biodegradation or the listed specific markers.","Os biomarcadores estao entre os componentes mais importantes da geoquimica de petroleo.
Sao utilizados como indicadores de origem de oleos e rochas geradoras, na determinacao da
maturacao termica de oleos e em estudos sobre biodegradacao do petroleo.
A cromatografia gasosa bidimensional abrangente (GC×GC) e uma tecnica multidimensional
que tem mostrado grande potencial na investigacao de misturas complexas, como o petroleo.
Para a deteccao, normalmente, e acoplado um espectrometro de massas (MS), onde o espectro
de massas nos fornece informacoes a respeito da estrutura quimica, tornando a tecnica uma
poderosa ferramenta na identificacao individual dos compostos.
A GC×GC-TOFMS e empregada na deteccao e identificacao de biomarcadores combinada
com injecoes do tipo split/sliptless. Neste modo de injecao ha um efeito de discriminacao dos
compostos de alto ponto de ebulicao, pois na analise de uma mistura com multiplos analitos
dentro de um injetor aquecido, os compostos passam para a fase gas em diferentes taxas. Isso
significa que uma quantidade elevada de amostra sera eliminada pela divisao de fluxo. Na
tentativa de solucionar este efeito pode-se utilizar injecoes na coluna a frio (on column) ou por
vaporizacao com temperatura programada (PTV).
O objetivo deste trabalho foi investigar a utilizacao do injetor PTV na analise da fracao de
hidrocarbonetos saturados de petroleos brasileiros por GC×GC-TOFMS, na tentativa de
detectar e identificar biomarcadores de petroleo com mais de 35 atomos de carbono.
As fracoes foram analisadas por um sistema Pegasus 4D (Leco) em configuracao PTVGC×GC-TOFMS.
Na 1D foi utilizada uma coluna apolar (DB-5HT) e na 2D uma coluna
relativamente polar (MEGA-17HT FAST). Os analitos foram analisados atraves de
cromatogramas de ions extraidos.
Portanto, com o sistema PTV-GC×GC-TOFMS, foram detectados e identificados os alcanos
lineares ate C45, a serie homologa dos hopanos de C27 a C38 e terpanos triciclicos ate C45.
Normalmente os hopanos sao detectados ate o C35 e os terpanos triciclicos ate C41, sendo os
C36, C37 e C38, e os terpanos triciclicos C43, C44 e C45, raramente detectados em oleos. A
informacao fornecida pelo espectrometro de massas, junto com a posicao relativa na serie
homologa, possibilitou uma identificacao confiavel dos hopanos C36 e C37. A investigacao
destes biomarcadores por PTV, associada a separacao por GC×GC e a deteccao por TOFMS
permitiram a elucidacao de biomarcadores de alta massa molecular. O sistema PTV gerou
picos com uma maior razao sinal/ruido, mesmo utilizando o split 1:10, com relacao ao
splitles. Este fato permitiu uma maior sensibilidade e conseguentimente a deteccao de analitos
em concentracoes mais baixas."
"Implications of microbial enhanced oil recovery and waterflooding for geochemical interpretation of recovered oils.","https://scispace.com/paper/implications-of-microbial-enhanced-oil-recovery-and-39ulady9","2022","Journal Article","Anais Da Academia Brasileira De Ciencias","Luciana G.P. Sodré
Laercio Lopes Martins
Lorraine Louise Grecco Cavalcanti De Araujo
Danielle M M Franco
Boniek G. Vaz
Wanderson Romão
Valéria M. Merzel
Georgiana Feitosa da Cruz","10.1590/0001-3765202220211433","https://scispace.com/pdf/implications-of-microbial-enhanced-oil-recovery-and-39ulady9.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses gas chromatography and high‑resolution mass spectrometry to analyze oil biomarkers after biosurfactant and waterflooding experiments.","Biosurfactants and waterflooding have been widely reported thus far for enhancing oil production. Nevertheless, there is a lack of literature to explore enhanced oil recovered methods effects on its chemical composition. The aim of this work is to investigate the effects of a biosurfactant produced by Bacillus safensis and brine injection on the recovered petroleum composition, and their implications for geochemical interpretation. Original and oils recovered from displacement tests were analyzed by gas chromatography and ultra-high-resolution mass spectrometry, emphasizing saturated and aromatic biomarkers and basic and acidic polar compounds. Geochemical parameters based on some saturated compounds were subtly affected by the recovery methods, showing their reliable applicability in geochemical studies. Contrarily, parameters based on some aromatic compounds were more affected by biosurfactant flooding, mostly the low molecular weight compounds. Thus, these aromatic parameters should be applied with caution after such methods. The distribution of basic and acidic polar compounds can also be modified affecting the geochemical interpretation. In the case of the basic ones, the biosurfactant greatly influenced the N class species with favorable loss of lower aromaticity compounds. In addition to water solubilization, the compositional changes described in this study can be related to fractionation due to adsorption on reservoir rocks."
"Application of biomarker data in oil characterization","https://scispace.com/paper/application-of-biomarker-data-in-oil-characterization-d16vore9svcq","2020","Repository","","","10.26233/heallink.tuc.69159","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses biomarkers to characterize Williston Basin oils, but provides no discussion of biodegradation, no listed specific markers, and no mention of GC‑MS, chromatography, or geochemistry.","Biological markers (biomarkers) are a large group of hydrocarbons that are readily employed to assess the nature of petroleum oil samples. While the chemical applications of biomarkers are vast, this study used selected acyclic and cyclic, polycyclic terpenoids, and tetraterpenoids to understand the nature of twenty Williston Basin oils. The analysis also used the BioTool, an updated database that was developed for this particular study. Some of the reliable biomarker ratios included saturated hydrocarbon pristine/phytane ratio, diasteranes/steranes, C24/C23 tricyclic terpane, C24TeT/C30 hopane, and C31 22R homohopane/C30 hopane. Overall, a biomarker analysis using the BioTool is efficient, effective, and user-friendly. Further work should be carried out developing constraints on the biomarker ratios for certain characteristic oil Basins. "
