"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Method for Multi-Level Probabilistic History Matching and Production Forecasting: Application in a Major Middle East Carbonate Reservoir","https://scispace.com/paper/a-method-for-multi-level-probabilistic-history-matching-and-1mzjcnbooz","2014","Book Chapter","","Marko Maucec
Ajay Singh
Gustavo Carvajal
S. Mirzadeh
S. Knabe
Richard L. Chambers
Genbao Shi
Ahmad Al-Jasmi
H. K. Goel
Hossam El-Din","10.1007/978-3-642-32408-6_143","","We present a probabilistic, computer-assisted history-matching method that captures inherent model uncertainty, enhances the predictive value of reconciled models, and renders more accurate production forecasts that help reservoir characterization and ultimately improve oil recovery factor. The workflow interfaces between the geo-modeling application and reservoir simulator, preserves the geological detail by updating high-resolution models and identifies models with highest potential in oil-recovery. We successfully apply this automated workflow to history matching 50 years of oil production, 12 years of water injection and 8 years of forecasting in the pilot area in major, structurally complex Middle East carbonate reservoir.","This paper presented a probabilistic, computer assisted history-matching method that captures inherent model uncertainty, enhances the predictive value of reconciled models, and renders more accurate production forecasts that help reservoir characterization and ultimately improve oil recovery factor."
"Porosity estimation in the Fort Worth Basin constrained by 3D seismic attributes integrated in a sequential Bayesian simulation framework.","https://scispace.com/paper/porosity-estimation-in-the-fort-worth-basin-constrained-by-31z8xm6o5m","2017","Journal Article","Geophysics","Martin Blouin
Mickaele Le Ravalec
Erwan Gloaguen
M. Adelinet","10.1190/GEO2016-0506.1","https://scispace.com/pdf/porosity-estimation-in-the-fort-worth-basin-constrained-by-31z8xm6o5m.pdf","The accurate inference of reservoir properties such as porosity and permeability is crucial in reservoir characterization for oil and gas exploration and production as well as for other geologic applications. In most cases, direct measurements of those properties are done in wells that provide high vertical resolution but limited lateral coverage. To fill this gap, geophysical methods can often offer data with dense 3D coverage that can serve as proxy for the variable of interest. All the information available can then be integrated using multivariate geostatistical methods to provide stochastic or deterministic estimate of the reservoir properties. Our objective is to generate multiple scenarios of porosity at different scales, considering four formations of the Fort Worth Basin altogether and then restricting the process to the Marble Falls limestones. Under the hypothesis that a statistical relation between 3D seismic attributes and porosity can be inferred from well logs, a Bayesian sequential...","In this paper, a Bayesian sequential approach was proposed to infer porosity from 3D seismic attributes and porosity can be inferred from well logs, under the hypothesis that a statistical relation between a statistical relationship between 3D geophysical attributes and pico-surface porosity is inferred from the logs."
"Estimating reservoir parameters from seismic and electromagnetic data using stochastic rock‐ physics models and Markov chain Monte Carlo methods","https://scispace.com/paper/estimating-reservoir-parameters-from-seismic-and-59f7vm0p5v","2005","Proceedings Article","Seg Technical Program Expanded Abstracts","Jinsong Chen
G. Michael Hoversten","10.1190/1.2144376","","A Bayesian model is developed to estimate porosity, fluid saturation, and pore pressure in reservoirs using seismic and electromagnetic (EM) data. Within the Bayesian framework, unknown reservoir parameters at each pixel in space are considered as random variables and the co-located geophysical properties (seismic Pand S-wave velocity, density, and electrical conductivity), inverted from seismic and EM measurements, are considered as data. Rock-physics models are derived from borehole logs and are considered as random functions between the reservoir parameters and the geophysical properties. Using Markov chain Monte Carlo (MCMC) methods, many samples of each unknown variable are obtained from the Bayesian model, which subsequently are used to infer the unknown variable (reservoir parameter) as well as its uncertainty. A study, based on borehole data from a site in the Troll field, shows that the developed method is more effective for reservoir parameter estimation than traditional regression methods.","In this paper, a Bayesian model was developed to estimate porosity, fluid saturation, and pore pressure in reservoirs using seismic and electromagnetic (EM) data, where unknown reservoir parameters at each pixel in space were considered as random variables and the co-located geophysical properties (seismic and electromagnetic properties) inverted from seismic and EM measurements, are considered as data."
"Integration of uncertain subsurface information into multiple reservoir simulation models","https://scispace.com/paper/integration-of-uncertain-subsurface-information-into-59nzq1xg4b","2005","Journal Article","Geophysics","Michael E. Glinsky
Bruce Asher
Robin Hill
Mark Flynn
Mark Stanley
James Gunning
Troy Thompson
Jérôme Kalifa
Stéphane Mallat
Christopher D. White
Didier Renard","10.1190/1.2112372","https://scispace.com/pdf/integration-of-uncertain-subsurface-information-into-59nzq1xg4b.pdf","Successful appraisal and development of oil and gas fields requires the integration of uncertain subsurface information into multiple reservoir simulation models. This information includes seismic data, various types of well data, and geologic concepts. Over the past five years, a workflow has been developed by various organizations in conjunction with BHP Billiton Petroleum. This distinctive approach focuses first on building mesoscale reservoir models that can be constrained by seismic data (typically with a resolution up to the stratigraphic seismic loop scale, see Prather et al., 2000), then introducing the finer scale geologic concepts and well data needed for reservoir simulation models (stratigraphic first- and second-order subseismic scale, where each order is about a factor of three in size) via a downscaling step that honors mesoscale model constraints. Uncertainty and correlations of the well and seismic measurements are always taken into account. In fact, they are necessary to be able to combine the various measurements. Bayesian probabilistic techniques are used extensively in this process. The result is an ensemble of reservoir simulation models consistent with all subsurface information.","In this article, a mesoscale reservoir model is proposed to combine uncertainty and correlations of the well and seismic measurements, and the result is an ensemble of reservoir simulation models consistent with all subsurface information."
"Reservoir Modeling Using Multiple-Point Statistics","https://scispace.com/paper/reservoir-modeling-using-multiple-point-statistics-283znu8uqo","2001","Proceedings Article","","Sebastien Strebelle
Andre G. Journel","10.2118/71324-MS","","Two approaches are traditionally used to build numerical models for facies distributions within a reservoir. Pixel-based techniques aim at generating simulated realizations that honor the well data values, and reproduce a given variogram which models two-point spatial correlation. However, because the variogram cannot look at spatial continuity between more than two locations at a time, pixel-based algorithms give poor representations of the actual facies geometries. In contrast, object-based techniques allow reproducing crisp geometries, but the conditioning on well data requires iterative ``trial-anderror'' corrections, which can be time-consuming, particularly when the data are dense with regard to the average object size. This paper presents a new approach that combines the easy conditioning of pixel-based algorithms with the ability to reproduce ``shapes'' of object-based techniques, without being too time and memory demanding. In this new approach, the complex geological structures expected to be present in the reservoir are characterized by multiple-point statistics, which express joint variability at many more than two locations at a time. Such multiple-point statistics cannot be inferred from typically sparse well data but could be read from training images depicting the expected subsurface heterogeneities. A training image need not carry any locally accurate information on the reservoir; it need only reflect a prior stationary geological/structural concept. Thus training images can be generated by object-based algorithms freed of the constraint of data conditioning. The multiple-point statistics inferred from the training image(s) are then exported to the reservoir model, where they are anchored to the well data using a pixel-based sequential simulation algorithm. ∗ Now with Chevron Petroleum Technology Co. This algorithm is tested for the simulation of a turbidite system where flow is controlled by meandering channels with cross-bedding. The training image reflecting the channel patterns is an unconditional realization generated by an objectbased algorithm. The final simulated numerical models reproduce these channel patterns, and honor exactly all well data values at their locations. The methodology proposed appears to be practical, general, and fast. Introduction Most current stochastic reservoir simulation algorithms aim at reproducing statistics inferred from the well data solely. Since these data are typically sparse they can give, at best, only an estimate of the two-point correlation within the reservoir. Hence most traditional simulation techniques, such as sequential Gaussian simulation, are limited to the reproduction of a variogram model or covariance function inferred from a few sample two-point correlation moments. Identification of two-point statistics is, however, not sufficient to reproduce connected patterns over long ranges, nor clusters of similar values with a characteristic shape (e.g. meandering channels), features which are common occurrences in oil reservoirs. The modeling of such specific patterns calls for characterizing the spatial continuity at three or more locations at a time. Reproduction of multiple-point continuity in the reservoir model is critical, not so much to produce geologically realistic looking maps, but to provide accurate flow performance predictions. The quest for more realistic models is motivated by the fact that structural information much beyond the sample twopoint correlation calculated from the well data is actually available. Stratigraphic interpretation from well logs, seismic data analysis, and comparison with reservoir analogues do provide information about the type of geological bodies present in the reservoir. Variogram-based algorithms mostly ignore such valuable information. One straightforward way to reproduce geological bodies with crisp shapes consists in generating objects with similar shapes then distribute these objects over the reservoir model. There are, however, three major limitations to such object-based approach: • Each different geometric shape requires its own parameterization, which means that each object-based algorithm can handle only one type of reservoir. SPE 71324 Reservoir Modeling Using Multiple-Point Statistics Sebastien B. Strebelle, SPE, Stanford University, and Andre G. Journel, SPE, Stanford University 2 S.B. STREBELLE, A.G. JOURNEL SPE 71324 • The conditioning well data may not be all honored if they are dense with regard to the average object size. • It is difficult to constrain the reservoir model to spatial trends, as represented by a vertical facies proportion curve or an areal proportion map. We propose an alternative approach to reproduce reservoir specific facies geometries that uses multiple-point statistics, i.e. (cross) correlation moments at three or more locations at a time. To provide an analytical expression of these correlation moments, some new terminology is now introduced. Consider an attribute S, taking K possible states {sk, k=1...K}. S can be a categorical property, for example facies, or a continuous value such as porosity or permeability, with its interval of variability discretized into K classes by (K-1) threshold values. A data event dn of size n centered at location u is constituted by: • the data geometry defined by n vectors {hα,α=1...n} • the n data values {s(u+hα),α=1...n} A data template τn comprises only the previous data geometry. The data event dn is said to be “associated” with the geometric template τn. The categorical transform of the variable S at location u is defined as: ( )    = = not if 0 ) ( if 1 ; k s S k I u u The multiple-point statistics used in this paper are actually probabilities of occurrence of the data events ( ) { } n á s S d á k á n ... 1 , = = = u , i.e. probabilities that the n values s(u1)...s(uk) are jointly in the respective states n k k s s ... 1 . For any data event dn, that probability is also the expected value of the product of the n corresponding indicator data: { } ( ) { } (     ∏ = = = =","In this article, the authors proposed a new approach that combines the easy conditioning of pixel-based algorithms with the ability to reproduce shapes of object-based techniques, without being too time and memory demanding."
"Bayesian-Based Approach for Hydraulic Flow Unit Identification and Permeability Prediction: A Field Case Application in a Tight Carbonate Reservoir","https://scispace.com/paper/bayesian-based-approach-for-hydraulic-flow-unit-132o85d5qi","2020","Journal Article","Spe Reservoir Evaluation & Engineering","Adolfo D'Windt
Edwin Quint
Anwar Al-Saleh
Qasem Dashti","10.2118/193752-PA","","\n Flow zonation and permeability estimation is a common task in reservoir characterization. Typically, integration of openhole log data with a conventional and special core analysis solves this problem. We present a Bayesian-based method for identifying hydraulic flow units in uncored wells using the theory of hydraulic flow units (HFUs) and subsequently compute permeability using wireline log data.\n We use a nonlinear optimization scheme on the basis of the probability plot to determine pertinent statistical parameters of each flow unit. Next, we couple these results with the F-test and the Akaike's criteria with the purpose of establishing the optimal number of HFUs present in the core data set. Then, we allocate the core data into their respective HFUs using the Bayes’ theorem as clustering rule. Finally, we apply an inversion algorithm on the basis of Bayesian inference to predict permeability using only wireline data.\n We illustrate the application of the procedure with a carbonate reservoir having extensive conventional core data. The results show that the Bayesian-based clustering and inversion technique delivers permeability estimates that agree with the core data and with the results obtained from a pressure transient analysis.","In this article, a Bayesian-based method for identifying hydraulic flow units in uncored wells and subsequently compute permeability using wireline log data is presented. But this method is limited to a carbonate reservoir having extensive conventional core data."
"Geostatistical Simulations on Irregular Reservoir Models Using Methods of Nonlinear Geostatistics","https://scispace.com/paper/geostatistical-simulations-on-irregular-reservoir-models-3qy8qk5vba","2015","Proceedings Article","","Victor Zaytsev
Pierre Biver
Hans Wackernagel
Denis Allard","10.3997/2214-4609.201413618","https://scispace.com/pdf/geostatistical-simulations-on-irregular-reservoir-models-3qy8qk5vba.pdf","SUMMARY Classical approaches to geostatistical simulations are not applicable directly on irregular reservoir models (such as Voronoi polygon and tetrahedron meshed models). One of the main difficulties is that the block marginal distributions are unique for every block due to volume support effect. We propose a methodology for geostatistical simulations which overcomes this difficulty in an analytical manner and provides a robust utilization of the small support petrophysical property distribution and the covariance model for irregular reservoir models. The proposed solution is based on the discrete Gaussian (DGM) model and operates directly on blocks of the target grid. This solution is also capable to improve the quality of the classical reservoir models, such as tartan meshes, by including the volume support effect into consideration and thus-providing geologically more realistic results. Applications to Voronoi polygon grid with local grid refinements and to a tartan-meshed offshore gas reservoir model are demonstrated.","In this paper, the authors proposed a methodology for geostatistical simulations which overcomes this difficulty in an analytical manner and provides a robust utilization of the small support petrophysical property distribution and the covariance model for irregular reservoir models."
"High Resolution Reservoir Property Modeling Using Multi-frequency Geostatistical Simulations","https://scispace.com/paper/high-resolution-reservoir-property-modeling-using-multi-3o7rkfjfr1","2003","Proceedings Article","Seg Technical Program Expanded Abstracts","Fabien Gilbert
Benoi⁁t Andrieux","10.1190/1.1817559","","We present a methodology which generates equiprobable images of a reservoir property, constrained both by the well and the seismic data, and taking fully into account the scale difference between both data. Our methodology is based on a spectral decomposition of high resolution well information using spectral characteristics of seismic attributes. Different frequency components are simulated by geostatistical techniques with seismic information as a constraint for the simulation of the component which bandpass is consistent between well and seismic data. All simulated frequency components are then recombined and transformed to generate the desired reservoir property.","In this paper, a spectral decomposition of high resolution well information using spectral characteristics of seismic attributes is proposed to generate equiprobable images of a reservoir property, constrained both by the well and the seismic data, taking fully into account the scale difference between both data."
"Integration of Markov mesh models and data assimilation techniques in complex reservoirs","https://scispace.com/paper/integration-of-markov-mesh-models-and-data-assimilation-17bsxghtzx","2016","Journal Article","Computational Geosciences","Marco Panzeri
E. Della Rossa
Laura Dovera
Monica Riva
Alberto Guadagnini","10.1007/S10596-015-9540-5","","We present a methodology that allows conditioning the spatial distribution of geological and petrophysical properties of reservoir model realizations on available production data. The approach is fully consistent with modern concepts depicting natural reservoirs as composite media where the distribution of both lithological units (or facies) and associated attributes are modeled as stochastic processes of space. We represent the uncertain spatial distribution of the facies through a Markov mesh (MM) model, which allows describing complex and detailed facies geometries in a rigorous Bayesian framework. The latter is then embedded within a history matching workflow based on an iterative form of the ensemble Kalman filter (EnKF). We test the proposed methodology by way of a synthetic study characterized by the presence of two distinct facies. We analyze the accuracy and computational efficiency of our algorithm and its ability with respect to the standard EnKF to properly estimate model parameters and assess future reservoir production. We show the feasibility of integrating MM in a data assimilation scheme. Our methodology is conducive to a set of updated model realizations characterized by a realistic spatial distribution of facies and their log permeabilities. Model realizations updated through our proposed algorithm correctly capture the production dynamics.","A methodology that allows conditioning the spatial distribution of geological and petrophysical properties of reservoir model realizations on available production data and its ability with respect to the standard EnKF to properly estimate model parameters and assess future reservoir production is presented."
"Applying Multiple-Point Geostatistics to Reservoir Modeling – A Practical Perspective","https://scispace.com/paper/applying-multiple-point-geostatistics-to-reservoir-modeling-20guba66ov","2007","Proceedings Article","","T. Zhang
D. McCormick
N. Hurley
C. Signer","10.3997/2214-4609.201403044","","We present an overview of the practical application of the emerging geostatistical approach called multiple-point geostatistics (MPS), with an emphasis on its applications to reservoir modeling in the oil industry. MPS uses quantitative, pixel-based templates, called training images, to help us build geocellular models. MPS differs from traditional variogram-based or object-based geostatistical approaches. MPS has the virtues of being able to honor multiple types of absolute and probabilistic constraints while reproducing the features in the training image. In this paper, we highlight the significance of using training images to drive reservoir modeling, the pros and cons of pixel-based MPS vs. object-based modeling, and the utility of training image catalogs for the MPS workflow. In addition to using MPS at reservoir scales to build facies or petrophysical models, the technique can be used to reconstruct pore-scale features. We believe that within a few years MPS will be a key modeling technique, applicable to multiple scales of geological features.","In this article, the authors present an overview of the practical application of the emerging geostatistical approach called multiple-point geo-statistics (MPS), with an emphasis on its applications to reservoir modeling in the oil industry."
"A Probabilistic Approach to Integration of Well Log, Geological Information, 3D/4D Seismic and Production Data","https://scispace.com/paper/a-probabilistic-approach-to-integration-of-well-log-3uksk11agv","2006","Proceedings Article","","Scarlet Castro
Jef Caers","10.3997/2214-4609.201402488","","The ultimate goal of reservoir modeling is to obtain a model of the reservoir that is able to predict future flow performance. Achieving this challenging goal requires the model to honor all available static (well log, geological information and 3D seismic) and dynamic (4D seismic and production) data. This paper introduces a general methodology and workflow for reservoir modeling that integrates data from multiple and diverse sources, using a probabilistic approach addressing the possible inconsistency and/or redundancy between various data sources. The goal of the workflow is to model an unknown A (facies/petrophysical property) using data from different sources D1, D2, …, Dn. The workflow requires modeling the information content of each data source as a spatial distribution model termed P(A|Di). Next, all P(A|Di) are combined into a joint conditional P(A|D1,D2,D3) from which reservoir models are drawn using sequential simulation. The procedure followed to modeling the information content of each data source as a spatial probability distribution model depends on the data source. Geological information about A is made quantitative through a training image, a 3D geological analog representation of the subsurface heterogeneity. Multiple-point geostatistics translates training image information into local conditional probabilities of the unknown variable A. 3D seismic data is translated to a spatial probability distribution using a calibration between well logs and the 3D seismic data itself. Production and 4D seismic data are translated using and iterative procedure termed the probability perturbation method. Using Journel's tau model, a model for data redundancy, the spatial probability distributions are combined into a joint probability model used for sequential simulation. This paper shows that the reservoir model obtained using this approach honors both static and dynamic data simultaneously while explicitly accounting for data redundancy.","In this paper, a general methodology and workflow for reservoir modeling that integrates data from multiple and diverse sources, using a probabilistic approach addressing the possible inconsistency and/or redundancy between various data sources, is introduced."
"Statistical Integration of Time-Lapse Seismic and Electromagnetic Data With a PDF Upscaling Method Using Multi-Point Geostatistics","https://scispace.com/paper/statistical-integration-of-time-lapse-seismic-and-5zu6tq3s12","2013","Proceedings Article","Seg Technical Program Expanded Abstracts","Jaehoon Lee
Tapan Mukerji
Michael J. Tompkins","10.1190/SEGAM2013-1296.1","","Joint integration of seismic and electromagnetic (EM) data can improve the quality of characterization of hydrocarbon reservoirs because these two types of measurement are based on fundamentally different physics so they are sensitive to different reservoir properties. In this work, we extended this advantage in reservoir monitoring by jointly integrating time-lapse seismic and EM data. One of the possible ways of combining two data sources is statistical integration, where the joint and conditional probability distribution function (PDF) of seismic and EM data, as well as reservoir properties, need to be modeled. However, there is a critical issue of the scale differences between well logs, seismic and EM data since each of them represents different volumes of a reservoir. Our goal is to establish a workflow to statistically integrate time-lapse seismic and EM data by developing proper and efficient methods to upscale the joint PDFs considering the scale differences between well logs, seismic and EM data.","In this paper, the authors extended this advantage in reservoir monitoring by jointly integrating time-lapse seismic and electromagnetic (EM) data, where the joint and conditional probability distribution function (PDF) of seismic and EM data, as well as reservoir properties, need to be modeled."
"Estimation of Initial Hydrocarbon Saturation Applying Machine Learning Under Petrophysical Uncertainty","https://scispace.com/paper/estimation-of-initial-hydrocarbon-saturation-applying-3xskzb8gen","2021","Journal Article","Spe Reservoir Evaluation & Engineering","Pascale Neff
Dominik Steineder
B. Stummer
Torsten Clemens","10.2118/203384-PA","","\n The initial hydrocarbon saturation has a major effect on field-development planning and resource estimation. However, the bases of the initial hydrocarbon saturation are indirect measurements from spatially distributed wells applying saturation-height modeling using uncertain parameters. Because of the multitude of parameters, applying assisted-matching methods requires trade-offs regarding the quality of objective functions used for the various observed data. Applying machine learning (ML) in a Bayesian framework helps overcome these challenges. In the present study, the methodology is used to derive posterior parameter distributions for saturation-height modeling honoring the petrophysical uncertainty in a field. The results are used for dynamic model initialization and will be applied for forecasting under uncertainty. To determine the dynamic numerical model initial hydrocarbon saturation, the saturation-height model (SHM) needs to be conditioned to the petrophysically interpreted logs. There were 2,500 geological realizations generated to cover the interpreted ranges of porosity, permeability, and saturations for 15 wells. For the SHM, 12 parameters and their ranges were introduced. Latin hypercube sampling was used to generate a training set for ML models using the random forest algorithm. The trained ML models were conditioned to the petrophysical log-derived saturation data. To ensure a fieldwide consistency of the dynamic numerical models, only parameter combinations honoring the interpreted saturation range for all wells were selected. The presented method allows for consistent initialization and for rejection of parameters that do not fit the observed data. In our case study, the most-significant observation concerns the posterior parameter-distribution ranges, which are narrowed down dramatically, such as the free-water-level (FWL) range, which is reduced from 645–670 m subsea level (mSS) to 656–668 mSS. Furthermore, the SHM parameters are proved independent; thus, the resulting posterior parameter ranges for the SHM can be used for conditioning production data to models and subsequent hydrocarbon-production forecasting. Additional observations can be made from the ML results, such as the correlation between wells; this allows for interpreting groups of wells that have a similar behavior, favor the same combinations, and potentially belong to the same compartment.","In this paper, a Bayesian approach is used to derive posterior parameter distributions for saturation-height modeling honoring the petrophysical uncertainty in a field, which is used for dynamic model initialization and will be applied for forecasting under uncertainty."
"Integration of Fuzzy Methods into Geostatistics for Petrophysical Property Distribution Simulation of a Reservoir at Exploration Stage","https://scispace.com/paper/integration-of-fuzzy-methods-into-geostatistics-for-j8947sdzgo","1998","Proceedings Article","","Lian Zhanggui
Jiao Di
Fan Jun
Fuo Jianchun
Zhang Kaihong","10.2523/49964-MS","","Theories of fluid flow in heterogeneous porous media show that their transport properties are determined by the structure of spatial correlation in the permeability distribution. Geo-statistical methods have been used to provide equally probable reservoir descriptions that honor available data of a given reservoir for the past decades. During the early exploration stage, the hard data (coring, well testing and well log) often come only from several wells with large well spacing. Though soft data (such as geophysical and geological interpretation, outcrop and seismic data) can be taken into consideration, it is still problematic to characterize a formation by deterministic Kriging or probabilistic simulation, because the formation property spatial variability in different directions is hard to capture by sparse hard data and soft data, especially in lateral direction. In this paper, fuzzy methods are used to quantify the anisotropy and spatial correlation structure of formation petrophysical properties in a reservoir with several wells and some soft data, and fuzzy methods can be integrated into Kriging, simulation and fractal interpolation. As a result, some new approaches are suggested and applied to the prediction of the formation property distribution in Shanlan reservoir, West China. Compared to the same methods without fuzziness involved, the techniques show some more robustness and reliability in characterizing spatial variability and structure of the properties and in reservoir characterization.","Li et al. as discussed by the authors used fuzzy methods to quantify the anisotropy and spatial correlation structure of formation petrophysical properties in a reservoir with several wells and some soft data, and fuzzy methods can be integrated into Kriging, simulation and fractal interpolation."
"Integration of Markov Mesh Models and Ensemble Data Assimilation in Reservoirs with Complex Geology","https://scispace.com/paper/integration-of-markov-mesh-models-and-ensemble-data-37mky6fi4a","2014","Proceedings Article","","Marco Panzeri
E. Della Rossa
Laura Dovera
Monica Riva
Alberto Guadagnini","10.3997/2214-4609.20141785","","We present a methodology conducive to updating both facies and petrophysical properties of a reservoir models set characterized by a complex architecture within the context of a history matching procedure based on the Ensemble Kalman Filter (EnKF). Spatial distribution of facies is handled by means of a Markov Mesh (MM) model. The latter is adopted because of its ability to reproduce detailed facies geometries and spatial patterns and can be integrated in a consistent probabilistic Bayesian framework. The MM model is then integrated into a history matching procedure which is based on the EnKF scheme. We test the proposed methodology by means of a synthetic reservoir in the presence of two distinct facies. We analyze the accuracy and computational efficiency of our algorithm with respect to the standard EnKF both in terms of history matching quality and forecast prediction capabilities. The results show that the integration of MM in the data assimilation scheme allows obtaining realistic geological shapes for spatial facies distribution and an improved estimation of petrophysical properties. In addition, the updated ensemble correctly captures the production range in the long term.","In this paper, the authors present a methodology conducive to updating both facies and petrophysical properties of a reservoir models set characterized by a complex architecture within the context of a history matching procedure based on the Ensemble Kalman Filter (EnKF)."
"Theory-Guided Data Science, A Petrophysical Case Study from the Diyab Formation","https://scispace.com/paper/theory-guided-data-science-a-petrophysical-case-study-from-ga9vz000lkyl","","","","Nicolas Leseur
Alfredo Mendez
Muhammad Zeeshan Baig
Pierre-Olivier Goiran","10.2118/204532-ms","","A practical example of a theory-guided data science case study is presented to evaluate the potential of the Diyab formation, an Upper Jurassic interval, source rock of some of the largest reservoirs in the Arabian Peninsula. A workflow base on a three-step approach combining the physics of logging tool response and a probabilistic machine-learning algorithm was undertaken to evaluate four wells of the prospect. At first, a core-calibrated multi-mineral model was established on a concept well for which an extensive suite of logs and core measurements had been acquired. To transfer the knowledge gained from the latter physics-driven interpretation onto the other data-scarce wells, the relationship between the output rock and fluid volumes and their input log responses was then learned by means of a Gaussian Process Regression (GPR). Finally, once trained on the key well, the latter probabilistic algorithm was deployed on the three remaining wells to predict reservoir properties, quantify resource potential and estimate volumetric-related uncertainties. The physics-informed machine-learning approach introduced in this work was found to provide results which matches with the majority of the available core data, while discrepancies could generally be explained by the occurrence of laminations which thickness are under the resolution of nuclear logs. Overall, the GPR approach seems to enable an efficient transfer of knowledge from data-rich key wells to other data-scarce wells. As opposed to a more conventional formation evaluation process which is carried out more independently from the key well, the present approach ensures that the final petrophysical interpretation reflects and benefits from the insights and the physics-driven coherency achieved at key well location.","A theory-guided data science approach is applied to evaluate the Diyab formation's potential as a source rock, using a physics-informed machine-learning algorithm to transfer knowledge from a data-rich key well to data-scarce wells, improving petrophysical interpretation and resource estimation."
"Joint Porosity-permeability Stochastic Simulation and Spatial Median Regression by Nonparametric Copula Modeling","https://scispace.com/paper/joint-porosity-permeability-stochastic-simulation-and-2wcguexbkh","2012","","","Arturo Erdely
Martín A. Díaz-Viera","","https://scispace.com/pdf/joint-porosity-permeability-stochastic-simulation-and-2wcguexbkh.pdf","In petrophysics, assesment of formation permeability is a complex and challenging problem that plays a key role in reservoir forecasts and optimal reservoir management. In heterogeneous carbonate reservoirs, permeability evaluation is commonly performed using permeability-porosity relationships, which often seem to be nonlinear and complex. Copulas are marginal-free dependence functions that may capture such nonlinear relationships. In the present work we make use of a nonparametric copula approach for bivariate modeling of permeability- porosity real data, and its application for a spatial median regression.","In this paper, a nonparametric copula approach was used for bivariate modeling of permeability-porosity real data, and its application for a spatial median regression was presented."
"Calibrating Field-Scale Uncertainties to Local Data: Is the Learning Being Overgeneralized?","https://scispace.com/paper/calibrating-field-scale-uncertainties-to-local-data-is-the-4wdxbcey0u","2020","Journal Article","Spe Journal","Jincong He
Albert C. Reynolds
Shusei Tanaka
Xian-Huan Wen
Jairam Kamath","10.2118/191480-PA","","\n A common pitfall in probabilistic history matching is omitting the local variation of spatial uncertainties and falsely generalizing the learning from local data to the entire field. This can lead to radical overestimation of uncertainty reduction and bad reservoir-management decisions. In this paper, we propose a methodology to quantify and correct for the error that arises from the omission of local variation in probabilistic history matching.\n Most performance metrics in an oil field, such as the original oil in place (OOIP) and the estimated ultimate recovery (EUR), are field-scale objective functions that depend on properties (e.g., porosity) over the entire field. On the other hand, many measurement data from wells [e.g., bottomhole pressure (BHP)] are mainly sensitive to the reservoir properties near the locations where they are measured, and thus they are susceptible to local variations of reservoir properties. Calibrating field-scale objective functions to local well data without properly characterizing the local variation can overestimate the uncertainty reduction of field-scale objective functions. In this paper, we derived formulas to quantify errors in the posterior cumulative distribution functions (CDFs) of the objective functions resulting from the omission of local variation. We also provide a way to correct for the error and to recover the true posterior CDFs.\n Through theoretical derivation, we show that the modeling error that arises from the omission of local variation is dependent on the magnitude of the global and local variations of the uncertain properties (e.g., porosity). The larger the local variation relative to the global variation, the larger the error in the estimated posterior distributions. The error also depends on the variogram of the local variation and the detection range of the data. The error is larger for cases with a long variogram for the local variation and a short data-detection range. In addition, the modeling errors for different measurement data points can be highly correlated even when the measurement errors for these data are independent. To correct for this modeling error, analytical and empirical formulas are proposed that have been shown to greatly improve the accuracy of the posterior distributions in a number of cases.\n To the best of our knowledge, this is the first time that the modeling error from the omission of local variation in the probabilistic history-matching process has been quantified and corrected. The methodology proposed could help improve the reliability of the result from probabilistic history matching.","This paper derived formulas to quantify errors in the posterior cumulative distribution functions (CDFs) of the objective functions resulting from the omission of local variation and provides a way to correct for the error and to recover the true posterior CDFs."
"History Matching Under Geological Control: Application to a North Sea Reservoir","https://scispace.com/paper/history-matching-under-geological-control-application-to-a-1fanmbbmat","2005","Book Chapter","","B. Todd Hoffman
Jef Caers","10.1007/978-1-4020-3610-1_111","","Solutions to inverse problems are required in many Earth Science applications. The problem of determining reservoir properties, such as porosity and permeability from flow data, shortly termed “history matching”, is one example. In many traditional inverse approaches, certain model assumptions are made on either the data likelihood or the prior geological model, e.g. assumptions of conditional independence between data or Gaussianity on the distributions, which do not reflect the reality of actual data. This limits the applications of such approaches to practical problems like history matching. While modeling assumption are inevitable, this paper presents a general inversion technique that can be used with different geostatistical algorithms to create models that honor several types of prior geological information and at the same time match almost any type the data. The technique is built on the idea of perturbing the probability distributions used to create the models rather than perturb the properties directly. By perturbing the probabilities, the prior geological model as described by a geostatistical model or algorithm is maintained. We present a practical implementation of the probability perturbation method. A case study demonstrates how the practical implementation would work in an actual situation. The case study is a North Sea hydrocarbon reservoir where the production rates and pressure information are iteratively included in the model.","In this article, a general inversion technique that can be used with different geostatistical algorithms to create models that honor several types of prior geological information and at the same time match almost any type the data is presented."
