"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Advances in thermodiffusion and thermophoresis (soret effect) in liquid mixtures","https://scispace.com/paper/advances-in-thermodiffusion-and-thermophoresis-soret-effect-4rqq4i03tt","2012","Journal Article","Frontiers in Heat and Mass Transfer","Morteza Eslamian","10.5098/HMT.V2.4.3001","https://scispace.com/pdf/advances-in-thermodiffusion-and-thermophoresis-soret-effect-4rqq4i03tt.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses activation energy of viscous flow and thermodynamic models for hydrocarbon mixtures, but lacks explicit Eyring theory and direct viscosity analysis.","Recent advances in thermodiffusion (Soret effect) in binary and higher multicomponent liquid mixtures are reviewed. The mixtures studied include the hydrocarbon, associating, molten metal and semiconductor, polymer, and DNA mixtures. The emphasis is placed on the theoretical works, particularly models based on the nonequilibrium thermodynamics, although other approaches such as the statistical, kinetic and hydrodynamic approaches are discussed as well. For each mixture, the major theoretical and experimental works are discussed and the research trends and challenges are addressed. Some of the challenges include a need for combining various methods to develop a comprehensive theoretical model or at least to try to understand the differences and pros and cons of each approach. Thermodiffusion and ordinary diffusion coefficients are scarce in some mixtures such as binary DNA, molten metal and metal-semiconductor mixtures and all ternary mixtures. Understanding of the molecular structure of associating mixtures, and modeling of thermodiffusion in such mixtures are also very challenging."
"Incremental viscosity by non-equilibrium molecular dynamics and the Eyring model.","https://scispace.com/paper/incremental-viscosity-by-non-equilibrium-molecular-dynamics-2um952okzw","2018","Journal Article","Journal of Chemical Physics","David M. Heyes
Daniele Dini
Edward Smith","10.1063/1.5027681","https://scispace.com/pdf/incremental-viscosity-by-non-equilibrium-molecular-dynamics-2um952okzw.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Derives incremental viscosity using Eyring’s model for shear thinning; does not address hydrocarbons or activation energy, only partially covers fluid thermodynamic aspects.","The viscoelastic behavior of sheared fluids is calculated by Non-Equilibrium Molecular Dynamics (NEMD) simulation, and complementary analytic solutions of a time-dependent extension of Eyring’s model (EM) for shear thinning are derived. It is argued that an “incremental viscosity,” ηi, or IV which is the derivative of the steady state stress with respect to the shear rate is a better measure of the physical state of the system than the conventional definition of the shear rate dependent viscosity (i.e., the shear stress divided by the strain rate). The stress relaxation function, Ci(t), associated with ηi is consistent with Boltzmann’s superposition principle and is computed by NEMD and the EM. The IV of the Eyring model is shown to be a special case of the Carreau formula for shear thinning. An analytic solution for the transient time correlation function for the EM is derived. An extension of the EM to allow for significant local shear stress fluctuations on a molecular level, represented by a gaussian distribution, is shown to have the same analytic form as the original EM but with the EM stress replaced by its time and spatial average. Even at high shear rates and on small scales, the probability distribution function is almost gaussian (apart from in the wings) with the peak shifted by the shear. The Eyring formula approximately satisfies the Fluctuation Theorem, which may in part explain its success in representing the shear thinning curves of a wide range of different types of chemical systems."
"On the Role of Viscosity in the Eyring Equation","https://scispace.com/paper/on-the-role-of-viscosity-in-the-eyring-equation-1nujdn2nvd","2016","Journal Article","ChemPhysChem","Jos C. M. Kistemaker
Anouk S. Lubbe
Erik A. Bloemsma
Ben L. Feringa","10.1002/CPHC.201501177","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Modifies the Eyring equation to include viscosity effects on reaction rates; does not discuss hydrocarbon viscosities or activation energy, only limited fluid thermodynamics.","Transition-state theory allows for the characterization of kinetic processes in terms of enthalpy and entropy of activation by using the Eyring equation. However, for reactions in solution, it fails to take the change of viscosity of solvents with temperature into account. A second-generation unidirectional rotary molecular motor was used as a probe to study the effects of temperature-dependent viscosity changes upon unimolecular thermal isomerization processes. By combining the free-volume model with transition-state theory, a modified version of the Eyring equation was derived, in which the rate is expressed in terms of both temperature and viscosity."
"On the Commonality Between Theoretical Models for Fluid and Solid Friction, Wear and Tribochemistry","https://scispace.com/paper/on-the-commonality-between-theoretical-models-for-fluid-and-mwdx7i2psy","2015","Journal Article","Tribology Letters","Hugh Spikes
Wilfred T. Tysoe","10.1007/S11249-015-0544-Z","https://scispace.com/pdf/on-the-commonality-between-theoretical-models-for-fluid-and-mwdx7i2psy.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Eyring model to relate stress‑assisted thermal activation to liquid viscosity; does not mention hydrocarbon viscosity or explicit molecular activation energy, only limited thermodynamic discussion.","Tribology is concerned with the influence of mechanically applied forces on interfacial phenomena that accompany and control sliding. A wide range of models has been developed to describe these phenomena, which include frictional dissipation, wear and tribochemical reactions. This paper shows that these apparently disparate models are based on the same fundamental concept that an externally applied force accelerates the rate of thermal transition of atoms or molecules across energy barriers present in solid and liquid materials, thereby promoting flow, slip or bond cleavage. Such “stress-assisted” effects and the associated thermal activation concepts were developed independently and in different forms by Prandtl (Z Angew Math Mech 8:85, 1928) and Eyring (J Chem Phys 4(4):283–291, 1936). These two works have underpinned subsequent theories of dry friction, boundary lubrication, EHD rheology, tribochemistry and nanoscale wear modelling. This paper first reviews the historical development of the concepts, focussing in particular on the models of Prandtl and Eyring and how they have subsequently been used and adapted by others. The two approaches are then compared and contrasted, noting that although superficially similar, they contain quite different assumptions and constraints. First, the Prandtl model assumes that the force is exerted through a compliant spring, while constant force sliding is assumed by Eyring. Second, different approximations are made in the two models to describe the change in energy barrier with external force. Prandtl explores the asymptotic behaviour of the energy barrier as the applied force become sufficiently high to reduce it to zero, while Eyring assumes that the energy barrier is reduced by an amount equal to the external work carried out on the system. The theoretical underpinnings of these differences are discussed along with the implications of compliant coupling and constant force sliding on the velocity and temperature dependence of the friction forces for the two models."
"Dynamic viscosity of hydrocarbons and ionic liquids at high-temperature","https://scispace.com/paper/dynamic-viscosity-of-hydrocarbons-and-ionic-liquids-at-high-2tq4gkyv","2022","Journal Article","International Journal of Modern Physics B","G. G. Mirzayeva
A. S. Alekperov
A. B. Ibrahimli
N. V. Naghiyeva","10.1142/s0217979223501928","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Measures dynamic viscosity of liquid hydrocarbons at high temperature, showing non‑activating behavior; lacks Eyring theory discussion and detailed activation‑energy analysis.","In this work, dynamic viscosities of hydrocarbons and ionic liquids are studied. At high temperatures in these materials, a decrease in the value of dynamic viscosity was observed. Intermolecular interactions in the objects of study have been studied. It has been established that the intermolecular interaction in hydrocarbons is determined by the Born potential ([Formula: see text]. In this case, the temperature dependence of the dynamic viscosity of hydrocarbons is described by the law [Formula: see text]. It has been established that the dynamic viscosity of hydrocarbons in liquid form has a non-activating character. This occurs directly due to momentum transfer by phonons between adjacent layers located at a distance of nanometers."
"The Viscosity of Liquids in the Dual Model","https://scispace.com/paper/the-viscosity-of-liquids-in-the-dual-model-2jlm1enjdhoo","2024","Journal Article","","F. Peluso","10.48550/arxiv.2409.15502","https://scispace.compdf/the-viscosity-of-liquids-in-the-dual-model-2jlm1enjdhoo.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Develops a dual-model viscosity expression with Arrhenius T-dependence and thermodynamic links, but only briefly cites Eyring, lacks hydrocarbon focus and explicit activation energy discussion.","A reliable model of viscosity in liquids using a dual liquid model framework is developed. The analytical expression arrived at exhibits the correct T-dependence Arrhenius-like. It is compared with the values of viscosity for water with acceptable accuracy and those related to the mechano-thermal effect in liquids under low-frequency shear. It has even been shown that a numerical approach of viscosity in liquids dealt with as dual systems provides good agreement with experimental data. The expression of viscosity shows an explicit dependence upon the sound velocity and the collective vibratory degrees of freedom excited at a given temperature. The terms involved depend upon the Boltzmann and Planck constants. Finally, the physical model is coherent with the postulate of microscopic reversibility as well as with the time's arrow for macroscopic dissipative mechanisms. "
"The macroscopic viscosity approximation: A first-principle relationship between molecular diffusion and viscosity","https://scispace.com/paper/the-macroscopic-viscosity-approximation-a-first-principle-1a5tp8iqmi","2020","Journal Article","AIP Advances","Théophile Gaudin
Haibo Ma","10.1063/1.5131234","https://scispace.com/pdf/the-macroscopic-viscosity-approximation-a-first-principle-1a5tp8iqmi.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Eyring theory to equate activation energies of viscous flow and diffusion; does not discuss hydrocarbon viscosities or broader fluid thermodynamics.","In this article, a new relationship between viscosity and molecular diffusion at infinite dilution is proposed for better rationalization and prediction of these properties, based on a “macroscopic viscosity approximation” (MVA), i.e., by assuming viscosity around a solute as equal to the macroscopic, measurable viscosity of the solvent. This implies that activation energies of the viscous flow and diffusion process are equal. The hypothesis is validated by our correlation analysis (mean difference of 0.10 kcal/mol, R2 = 0.96). The new approach, named “Modified Stokes–Einstein” (MSE), achieves better performance than the widely used Wilke–Chang (WC) correlation both in organic solvents [mean relative error (MRE) of 15% vs 24%, respectively] and in water (MRE of 13% vs 21%, respectively). Contrary to the popular WC correlation as well as all other available approaches in the literature, the MSE approach can be used consistently for water, without requiring any ad hoc association parameter, and is not fitted on diffusion and/or viscosity data, making all of its underlying hypotheses explicit. Based on the MVA and the MSE, a simple atomic count estimation method for the activation energy of the flow allows us to simultaneously predict viscosity and diffusion coefficients with an MRE of 21%–22%, again slightly better than the WC correlation, but not requiring any experimental data as the input. This work provides rationalized and efficient means for prediction of diffusion coefficients at infinite dilution and pure liquid viscosities wherever such properties are required, for example, as inputs for mixing rules to predict flow and transport behavior of complex systems.In this article, a new relationship between viscosity and molecular diffusion at infinite dilution is proposed for better rationalization and prediction of these properties, based on a “macroscopic viscosity approximation” (MVA), i.e., by assuming viscosity around a solute as equal to the macroscopic, measurable viscosity of the solvent. This implies that activation energies of the viscous flow and diffusion process are equal. The hypothesis is validated by our correlation analysis (mean difference of 0.10 kcal/mol, R2 = 0.96). The new approach, named “Modified Stokes–Einstein” (MSE), achieves better performance than the widely used Wilke–Chang (WC) correlation both in organic solvents [mean relative error (MRE) of 15% vs 24%, respectively] and in water (MRE of 13% vs 21%, respectively). Contrary to the popular WC correlation as well as all other available approaches in the literature, the MSE approach can be used consistently for water, without requiring any ad hoc association parameter, and is not fitte..."
"Viscosity of ternary liquid systems and the significant structure theory","https://scispace.com/paper/viscosity-of-ternary-liquid-systems-and-the-significant-240rt6vlsk","1994","","","J.D. Pandey
Abha Shukla
Shikha
Neelima Tripathi","","https://scispace.com/pdf/viscosity-of-ternary-liquid-systems-and-the-significant-240rt6vlsk.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts viscosity of cyclohexane‑benzene‑CCl4 mixture using significant structure theory, demonstrating applicability to hydrocarbon liquids.","Significant structure theory (SST), developed by Eyring and coworkers, has been applied for the first time to evaluate the viscosity of carbon tetrachloride + cyclohexane +benzene ternary liquid mixture. The theoretical viscosity values obtained for this system are in agreement with those obtained from significant structure theory. Thus, it has been demonstrated that SST can be applied to multicomponent liquid systems."
"Experimental and theoretical studies of polymer/solvent viscosity mixtures","https://scispace.com/paper/experimental-and-theoretical-studies-of-polymer-solvent-1bc3gdesls","2004","Journal Article","Journal of Applied Polymer Science","Hamid Modarress
Mohsen Mohsennia
Mahmood Akhavan Mahdavi","10.1002/APP.13328","https://scispace.com/pdf/experimental-and-theoretical-studies-of-polymer-solvent-1bc3gdesls.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses modified Eyring viscosity equation for polymer/solvent mixtures, but lacks discussion of liquid hydrocarbon viscosity, activation energy, or broader fluid thermodynamics.","Viscosity of the binary mixtures of polymers/solvent: (polystyrene/toluene), (polymethylmethacrylate/acetone), (polystyrene/benzene), (polystyrene/cyclohexane), and (polymethylmethacrylate/chloroform) were measured at different temperatures by a Haake viscometer. The samples of polymer/solvents mixtures used in the viscometry measurements were in low concentration of polymer (maximum concentration 0.25 g/cm3). The measured viscosities were used to evaluate the parameters of the modified Eyring's viscosity equation. © 2003 Wiley Periodicals, Inc. J Appl Polym Sci 91: 1724–1729, 2004"
"Thermophysical properties and phase-behaviour of asphaltene-containing petroleum fluids","https://scispace.com/paper/thermophysical-properties-and-phase-behaviour-of-asphaltene-51yguyvtwv","2003","Journal Article","Fluid Phase Equilibria","Igor N. Evdokimov
Nikolaj Yu. Eliseev
Dmitrij Yu. Eliseev","10.1016/S0378-3812(03)00267-X","http://eee.gubkin.ru/PUBLICAT_ENG_files/LONDON_2002_PAPER.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses activation energy and thermophysical/phase behavior of asphaltene-containing petroleum fluids, but provides no explicit Eyring theory or viscosity analysis.",""
"Viscosity of liquid hydrocarbons and their mixtures","https://scispace.com/paper/viscosity-of-liquid-hydrocarbons-and-their-mixtures-2dh0qo9wa6","2001","Journal Article","Aiche Journal","Hans Korsten","10.1002/AIC.690470222","","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts viscosity of petroleum liquids with new mixing rule across temperature range, but lacks Eyring theory, activation energy, or broader thermodynamic discussion.","In the petroleum industry, the viscosity of mixtures containing thousands and millions of chemical species must be predicted over large temperature ranges. Traditional models are empirical based on bulk properties. If such models are applied to mixtures other than those for which they were developed, large errors may occur. New methods proposed calculate the viscosity of petroleum fractions over large temperature ranges, using a new mixing rule reflecting observed positive and negative mixing effects. The temperature range of equations for calculating pure component viscosity is extended to the entire liquid-phase range. If solid components are dissolved in the liquid, the viscosity increases sharply with further temperature reduction. This effect is captured in the new model by incorporating the freeze point distribution. For converting between absolute and kinematic viscosity, a new equation is proposed for the temperature effect on density."
"Prediction of viscosity of liquid hydrocarbons","https://scispace.com/paper/prediction-of-viscosity-of-liquid-hydrocarbons-3a3zxm2c7o","1970","Journal Article","Industrial & Engineering Chemistry Fundamentals","M. L. Druin
S. I. Kreps","10.1021/I160033A012","","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts viscosity of liquid hydrocarbons; does not discuss Eyring theory, activation energy, or thermodynamic analysis.",""
"Viscosity of Oxygenated Fuel : A Model Based on Eyring's Absolute Rate Theory","https://scispace.com/paper/viscosity-of-oxygenated-fuel-a-model-based-on-eyring-s-2dxvu2y19j","2019","Journal Article","Fuel","Chenyang Zhu
Feng Yang
Xiangyang Liu
Waheed Afzal
Waheed Afzal
Maogang He","10.1016/J.FUEL.2018.12.031","","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Eyring's absolute rate theory to model viscosity of oxygenated fuel, but does not address liquid hydrocarbons, activation energy, or broader fluid thermodynamics.",""
"Phenomenological coefficients of the viscosity for low-molecular elementary liquids and solutions","https://scispace.com/paper/phenomenological-coefficients-of-the-viscosity-for-low-1rw39phj30","2012","Journal Article","Chemistry and Chemical Technology","Yuriy Medvedevskikh
Oksana Khavunko
L. M. Lytvynenko","10.23939/CHCHT06.04.363","https://scispace.com/pdf/phenomenological-coefficients-of-the-viscosity-for-low-1rw39phj30.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Eyring theory and chemical potential gradients in viscosity analysis, but lacks specific focus on hydrocarbons or detailed activation‑energy discussion.","The shear forces and corresponding strains appearing in the flow under the action of chemical potential gradient have been analyzed. The ratios for determination of the viscosity coefficient for low- molecular pure liquids and solution components were established. It was proved that the viscosity of the low- molecular solution can be expressed via the terms of the viscosity coefficients of its components and via their concentration."
"Environmental Capability of Liquid Lubricants","https://scispace.com/paper/environmental-capability-of-liquid-lubricants-n1v4h879qz","1973","","","A. Beerbower","","https://scispace.com/pdf/environmental-capability-of-liquid-lubricants-n1v4h879qz.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions thermodynamic classification of lubricant properties and solubility equilibria, but does not discuss Eyring theory, viscosity of hydrocarbons, or activation energy.","The methods available for predicting the properties of liquid lubricants from their structural formulas are discussed. The methods make it possible to design lubricants by forecasting the results of changing the structure and to determine the limits to which liquid lubricants can cope with environmental extremes. The methods are arranged in order of their thermodynamic properties through empirical physical properties to chemical properties."
"The viscosity of liquefied gases","https://scispace.com/paper/the-viscosity-of-liquefied-gases-2m2dnnwfav","1963","Journal Article","Physica D: Nonlinear Phenomena","Jean-Pierre Boon
Georges Thomaes","10.1016/S0031-8914(63)80278-5","https://scispace.com/pdf/the-viscosity-of-liquefied-gases-2m2dnnwfav.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses corresponding‑states method to relate viscosity to molecular parameters and saturation‑pressure equation of state, but lacks explicit discussion of Eyring theory, hydrocarbons, or activation energy.",""
"Thermodynamic Modelling of Petroleum Fluids","https://scispace.com/paper/thermodynamic-modelling-of-petroleum-fluids-hzsem2gfpl","2006","Journal Article","Oil & Gas Science and Technology-revue De L Institut Francais Du Petrole","J.-C. de Hemptinne
Emmanuel Behar","10.2516/OGST:2006036A","https://scispace.com/pdf/thermodynamic-modelling-of-petroleum-fluids-hzsem2gfpl.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides general guidelines on thermodynamic modelling of petroleum fluids, but lacks specific discussion of Eyring theory, viscosity, or activation energy.","The recent developments and challenges of petroleum thermodynamics are presented in the various papers of this special issue of Oil and Gas Science and Technology (OGST). A common objective of these investigations is the development of calculation tools providing access to reliable thermodynamic as well as thermophysical properties. Hence, this introductory article attempts to put these new developments in a larger perspective by proposing a framework where the practicing engineer can also find some guidelines for the selection, among the large number of existing methods, of the one(s) most suited to his/her industrial application. The analysis is based on the observation that two main features must be present for a good representation of the physical behaviour of complex natural fluids: a model (equation of state – eos- and mixing rules) that represents the physics as well as possible, and an appropriate compositional description. A model is defined as a set of mathematical equations that describes the relationships among different properties. Some are empirical, others are constructed on a physical basis with more or less approximations. All contain parameters that must be determined and validated using experimental data. When accurate properties are required, it is important to focus on the selection of reliable data. However, when predictive power is required (few or no data are available), the use of a model that has a strong physical foundation is essential. The detailed molecular description of a petroleum fluid is often unknown, but even if it were known, it would contain so many isomers that it would be very difficult to handle in an engineering simulator. Hence, several methods are employed to circumvent the problem. The traditional methods are correlations, but we believe they are reaching their limit. New methods, among which molecular simulation, are probably more promising. As a conclusion, we state that both an improved understanding of the physics through experimentation, and an increased use of these physical findings in new models, are the challenges for the future developments of thermodynamics. The papers in this issue illustrate a number of such developments."
"A unified perspective on the phase behaviour of petroleum fluids","https://scispace.com/paper/a-unified-perspective-on-the-phase-behaviour-of-petroleum-4wfsf2k7rp","2009","Journal Article","International Journal of Oil, Gas and Coal Technology","G. Ali Mansoori","10.1504/IJOGCT.2009.024884","https://scispace.com/pdf/a-unified-perspective-on-the-phase-behaviour-of-petroleum-4wfsf2k7rp.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on phase transitions of petroleum fluids; does not discuss Eyring theory, viscosity, activation energy, or fluid thermodynamics.","We present a coherent and unified group of general explanations for the various phase transitions, which may occur in the seven naturally occurring petroleum fluids with emphasis on their heavy organics. The seven petroleum fluids include, in the order of their fluidity, natural gas, near-critical gas-condensate, light crude, intermediate crude, heavy oil, tar sand and oil shale. At first the nature of every petroleum fluid is presented including their constituents and their heavy fractions. Then their main families of constituents are presented. The generalised petroleum fluid phase behaviour is introduced in light of the well-known theory of phase transitions. The effects of variations of composition, temperature and pressure on petroleum fluids phase behaviour are introduced. Their 11 distinct phase-transition points are presented and their relation with state variables and constituents are identified. This report is the basis for development of a unified phase behaviour prediction model of all the petroleum fluids. (Received: September 9, 2008; Accepted: November 15, 2008)"
"Temperature Relations of Selected Engine Oils Dynamic Viscosity","https://scispace.com/paper/temperature-relations-of-selected-engine-oils-dynamic-1o3y34orga","2014","Journal Article","Acta Technologica Agriculturae","Peter Hlaváč
Monika Božiková
Radmila Presová","10.2478/ATA-2014-0024","https://scispace.com/pdf/temperature-relations-of-selected-engine-oils-dynamic-1o3y34orga.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Measures temperature-dependent dynamic viscosity of synthetic engine oils; does not discuss Eyring theory, hydrocarbons, activation energy, or thermodynamic analysis.","Abstract This article focuses on temperature relations of dynamic viscosity for selected engine oils. The effect of temperature on new and used oil dynamic viscosity was investigated. Measurements were performed on three different motor oil samples. All the three motor oil samples were synthetic. The first oil sample was new, the second sample was used for 15,000 km, and the third sample was used for 30,000 km. There were made two measurements of samples in one week. Dynamic viscosity was measured using a digital rotational viscometer Anton Paar DV-3P. The principle of measurement is based on the dependence of sample resistance to probe rotation. The results of measurements are shown as graphical relationships between dynamic viscosity and temperature. Decreasing exponential functions in temperature relationships were used for all the samples. The highest difference between the first and second measurement was observed in the new oil, and very small differences were found in other oils. Due to different types of oils and different stage of usage, the results could not be compared."
"Viscous Liquids and the Glass Transition: A Potential Energy Barrier Picture","https://scispace.com/paper/viscous-liquids-and-the-glass-transition-a-potential-energy-47wz1nu6jb","1969","Journal Article","Journal of Chemical Physics","Martin Goldstein","10.1063/1.1672587","https://scispace.com/pdf/viscous-liquids-and-the-glass-transition-a-potential-energy-47wz1nu6jb.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses glass‑transition viscosity theories, but provides no explicit coverage of Eyring theory, hydrocarbon viscosities, molecular activation energy, or fluid thermodynamics.","Recent attempts have been made to assess the relative merits of the free volume and entropy theories of viscous flow in glass‐forming liquids by accurate measurement of viscosity over wide temperature ranges, and subsequent comparison with the equations derived from these theories. In the author's view, this effort is misguided. The theories are crude and qualitative, and such tests are too stringent. It is better to make qualitative or semiquantitative comparison of a wide variety of physical phenomena; judged by this criterion, the entropy theory appears more successful. It is conjectured that further progress can be made by accepting the crude, naive character of any model we are likely to find tractable for the foreseeable future, and recognizing both the values and limitations of such models. A picture of the flow process in viscous liquids is proposed, in an attempt to answer certain questions about the molecular steps in flow either answered unsuccessfully or ignored by present theories, in the hop..."
"Advances in modeling hydrocarbon cracking kinetic predictions by quantum chemical theory: A review","https://scispace.com/paper/advances-in-modeling-hydrocarbon-cracking-kinetic-3mc6nar4yy","2018","Journal Article","International Journal of Energy Research","Shuo Shi","10.1002/ER.4049","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","In the modeling of hydrocarbon thermal cracking processes, complicated reaction networks of multicomponent reactants make kinetic parameter predictions very challenging. To solve this problem, the additivity method and Evans‐Polanyi equation were proposed for the prediction of kinetic factors. As the calculation of kinetic parameters using quantum chemical theory was used for higher accuracy, new additivity methods at the quantum theory level were developed for the prediction of thermodynamic kinetic parameters. At the same time, a reaction class transition state theory RC‐TST, analogous to the Evans‐Polanyi equation, was proposed by considering quantum factors for kinetic constant evaluation. Quantum calculation methods promoted mechanistic studies of electronic effects to accurately reveal the kinetic constant rules with different structural factors. Under these circumstances, kinetic parameter predictions by different quantum chemical computation methods were firstly introduced and reviewed. Meanwhile, development of the new additivity method and RC‐TST theory at the quantum chemistry level were summarized, and the new outlook on electronic effects with an appropriate quantum chemical computational method into the new additivity method was conducted to develop more perspicuous and accuracy in a simplified method for the calculation of complicated thermal cracking reaction."
"Low temperature fluorescence studies of crude petroleum oils","https://scispace.com/paper/low-temperature-fluorescence-studies-of-crude-petroleum-oils-kr78sh4qf6","2011","Journal Article","Energy & Fuels","Peter Owens
Alan G. Ryder","10.1021/EF201030T","https://researchrepository.universityofgalway.ie/bitstreams/71cce2ef-29c7-4eb2-92d1-d3c6cace6895/download","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses low‑temperature fluorescence to study crude oils, but does not address viscosity, Eyring theory for fluid dynamics, molecular activation energy, or fluid thermodynamics.","We have studied the low-temperature (133–298 K) fluorescence emission of crude petroleum oils using a combination of steady-state and time-resolved measurements. This was done, first, to see if we could generate linear correlations between the oil composition information and the fluorescence measurements and, second, to better understand how static and dynamic quenching affect fluorescence emission. It was observed that the fluorescence intensity and the lifetime of the crude oils increased rapidly with decreasing temperature down to the freezing point, and then, they either remained constant or, surprisingly, began to decrease slightly. These changes could not be correlated accurately with the compositional data available. However, despite the very large variations in sample composition, it was found that these lifetime–temperature changes followed simple Arrhenius and Eyring behavior. For the cold liquid phase, an Arrhenius model enabled the calculation of an intrinsic lifetime, the magnitude of which w..."
"Modeling the kinetics and mechanisms of petroleum and natural gas generation: a first principles approach","https://scispace.com/paper/modeling-the-kinetics-and-mechanisms-of-petroleum-and-34o47no78k","2001","Journal Article","Reviews in Mineralogy & Geochemistry","Yitian Xiao","10.2138/RMG.2001.42.11","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions transition state theory and activation energy for cracking reactions, but provides no discussion of Eyring TST, viscosity, or fluid thermodynamics.","The last twenty years have seen great advances in the understanding of petroleum and natural gas resulting from the application of new technologies, in particular high-resolution analytical and spectroscopic methods. These advances, coupled with traditional use of natural observation and experimental simulations, have enabled the development of mathematical models which can predict the kinetics of petroleum and natural gas generation and migration in basin models (Tissot and Welte 1984; Allara and Shaw 1980; Savage and Klein 1987; Barth and Nielsen 1993; Freund 1992; Broadbelt et al. 1995; Larter 1984; Horsefield et al. 1989; Domine 1987, 1989; Behar and Vandenbroucke 1988; Ungerer 1990; Burnham and Braun 1990; Lewan 1993, 1997; Leythaeuser et al. 1984; Pepper 1992; Sandvik and Mercer 1990; Sandvik et al. 1991; Stainforth and Reinders 1990; Tang and Stauffer 1994; Tang and Behar 1995; Curry 1995; Behar et al. 1995, 1997; Welte et al. 1997). Based on the results from natural observations, experimental simulations, and mathematical modeling, researchers have established the most important parameters governing the quantity and composition of petroleum and natural gas are temperature, type of organic matter (kerogen), and time (or heating rate) (Tissot and Welte 1984; Horsefield et al. 1989; Ungerer 1990; Burnham and Braun 1990; Lewan 1993, 1997; Behar et al. 1995, 1997; Tang and Behar 1995; Welte et al. 1997). Therefore, there is an increasing need to understand the detailed chemical nature of organic matter (kerogen) as well as the kinetics and mechanisms associated with petroleum and natural gas generation.

Kerogen is a tremendously complex macromolecule which is still insufficiently characterized to develop fundamental, predictive models of thermal cracking …"
