"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Oil Viscosity Correlations: A Simulation Approach","https://scispace.com/paper/the-oil-viscosity-correlations-a-simulation-approach-qqjxdcbwo8","2013","Journal Article","Petroleum Science and Technology","H. S. Naji","10.1080/10916466.2010.543723","","Over the years, different authors have proposed many oil viscosity correlations for various crude oil mixtures (dead, saturated, or undersaturated) from all over the world. Authors tend to support their own correlations, which are developed for specific sets of hydrocarbon mixtures. When tested on other data sets, however, they do not perform as anticipated. The authors considered a total of 13 undersaturated correlations for a sharp review from a simulation perspective. They came to the conclusion of supporting the use of undersaturated viscosity correlations that use the exponential parameterized pressure differential form. Thus a new fine tuning parameter, which sets a sound basis for local data sets to be accounted for, has been proposed.","In this paper, the authors considered a total of 13 undersaturated correlations for a sharp review from a simulation perspective, and came to the conclusion of supporting the use of undersaturated viscosity correlations that use the exponential parameterized pressure differential form."
"Modeling of Black Oil PVT-data","https://scispace.com/paper/modeling-of-black-oil-pvt-data-2swxjbm5cc","2014","Proceedings Article","","Klaus Potsch
P. Toplack
Thomas Gumpenberger","10.3997/2214-4609.20141793","","Reservoir engineers are in need of information about fluid properties of reservoir fluid before calculating reserves or production scenarios. Mature fields may require reviews of older data sets that are sometimes scarce. The so-called PVT properties (black oil or compositional) are generated in either an in-house or an external lab. Prior to their use, these data sets need to be checked for their correctness and consistency. Modelling with correlations for estimating some of the properties or equations of state (EOS) provides only limited insight. First, they are not applicable for each reservoir fluid. Due to the variety of chemical composition every fluid is unique. Secondly, the correlations are purely numerical, lack non-dimensionality and consider physics only to a limited extent. Black oils separate below saturation pressure into a vapour and a liquid phase. The gas phase, consisting predominantly of the lighter compo-nents, increases with decreasing pressure. In other words, the higher the pressure the more gas is in solution. It influences other quantities, like formation volume factor Bo, oil com-pressibility Cpo and oil viscosity µo. This paper analyzes how the components of the gas phase contribute to the PVT-properties mentioned. It is assumed that the light components assume a certain volume in the liquid phase which is dependent on temperature and pressure. Additionally, the shape of the heavier components plays a role. As the light and heavy molecules in the mixture try to assume a minimal volume, the conversion factor from the va-pour to the liquid volume of the light components varies to some degree. The parameters (conversion factors) necessary to model Bo, Cpo and µo are extracted from experimental data. Mathematically, it is a minimization problem where the variables need to be positive. The solution is sought with a simplex algorithm. Once the parameters are determined, an estimate of Bo, Cpo and µo can be calculated, and plausibility and consistency of lab PVT-data can be carried out. This approach provides a valuable tool for the reservoir engineer in assessing the quality of PVT-data.","In this paper, the authors analyzed how the components of the gas phase contribute to the PVT-properties mentioned and derived the parameters necessary to model Bo, Cpo and µo from experimental data."
"Calculation of heavy oil viscosity in high water cut stage","https://scispace.com/paper/calculation-of-heavy-oil-viscosity-in-high-water-cut-stage-462sfr5t8a","2018","Journal Article","Petroleum Science and Technology","Baozhi Pan
Yunfeng Zhu
Chanjuan Wang","10.1080/10916466.2017.1411949","","The commonly used heavy oil viscosity models are just for low water cut stage, but they have some limitations when the viscosity of other oil samples is calculated in high water cut stage, this pap...","The commonly used heavy oil viscosity models are just for low-water cut stage, but they have some limitations when the viscosities of other oil samples is calculated in high water cut stage as discussed by the authors."
"Heavy oil viscosity and density prediction at normal and elevated temperatures","https://scispace.com/paper/heavy-oil-viscosity-and-density-prediction-at-normal-and-4kmq8v2cle","2016","Journal Article","Journal of Petroleum Exploration and Production Technology","Osamah Alomair
Mohammad A. Jumaa
Abullhaq Alkoriem
Mohamed S. Hamed","10.1007/S13202-015-0184-8","https://scispace.com/pdf/heavy-oil-viscosity-and-density-prediction-at-normal-and-4kmq8v2cle.pdf","Viscosity and density are important physical properties of crude oil. However, no practical theory exists for the calculation of these properties for heavy oil at elevated temperatures. The principal objective of this paper is to obtain exact models that can successfully predict these two important fluid properties covering a wide range of temperatures. In this study, heavy oil density was predicted from API and temperature, and then the predicted values of the densities were used in the second step to develop the viscosity correlation. A total of 30 heavy oil samples of different API gravities ranging from 11.7 to 18.8 were tested. Viscosity and density were measured in the temperature range from 20 to 160 °C. The accuracy of the experimental density data was determined using Standing and Katz method. Published correlations were also used to evaluate the experimental viscosity data. The comparison between the experimental data and the predicted values indicated that the proposed model successfully predicted the experimental data with an average absolute relative error of less than 8 % and correlation coefficients (R
 2) of 0.97 and 0.92 at normal and high temperatures, respectively. The proposed model and the literature models were tested on heavy oil samples. It was found that it is not possible to generalize a correlation for the heavy oil viscosity using only API and temperature. However, the proposed model significantly minimizes the relative error and increases the correlation between the predicted and experimental data compared with other published methods.","In this article, the authors used the standing and Katz method to predict the viscosity and density of heavy oil at elevated temperatures, and then used the predicted values of the densities in the second step to develop the visco-temperature correlation."
"New Empirical Correlations for Predicting Crude Oil Properties","https://scispace.com/paper/new-empirical-correlations-for-predicting-crude-oil-429f94kihf","2011","Journal Article","Petroleum Science and Technology","M. H. Nikpoor
Hamid Hosseinzade Khanamiri","10.1080/10916460903585964","","Pressure–volume–temperature (PVT) properties of crude oil are essential parameters used for prediction of fluid flow both in porous media and through transmission pipelines. Whenever laboratory works are absent, the engineer should use regionally developed correlations. A large portion of all crude oil resources is located in the Persian Gulf countries, and they have more or less similar API ranges and acidities, so that any empirical PVT correlation based on data from one region can adequately predict the behavior of others in this large geological basin. In this study, a new set of black oil–type correlations for bubble point pressure (Pb), solution gas–oil ratio (GOR; Rs), and formation volume factor (Bo) is proposed based on more than 400 Iranian crude oil PVT lab data. Moreover, previous works were reviewed, most of which were not suitable to model Iranian crude PVT behavior. Although the new correlations are developed over Iranian crudes, they can be used for prediction over any crude oil w...","In this paper, a new set of black oil-type correlations for bubble point pressure (Pb), solution gas-oil ratio (GOR; Rs), and formation volume factor (Bo) is proposed based on more than 400 Iranian crude oil PVT lab data."
"Improved Correlations for Fluid Properties of UAE Crude Oils","https://scispace.com/paper/improved-correlations-for-fluid-properties-of-uae-crude-oils-4qnh6i4nor","2003","Journal Article","Petroleum Science and Technology","Reyadh A. Almehaideb","10.1081/LFT-120024563","","Empirical correlations to evaluate crude oil fluid properties such as the formation volume factor, bubble point, viscosity, and oil compressibility above the bubble point are used extensively by petroleum and process engineers to perform calculations for subsurface and surface processes. The published correlations are mostly based on regional data, such as Standing's for California crudes, Petrosky and Farshad's for Gulf of Mexico crudes, and Glaso's for North Sea crudes. Use of these regional correlations is more appropriate for crudes from the same basins for which the correlation is derived. Other correlations, such as the Vasquez and Beggs correlation, are based on data from a very large number of samples coming from multiple regions. Eventhough one is tempted to use these “universal” correlations, the range of error for their predictions is, however, typically large due to the scatter involved in using a large number of data sets to generate these correlations. The UAE fields are quite signi...","In this paper, the authors used these regional correlations to evaluate crude oil fluid properties such as the formation volume factor, bubble point, viscosity, and oil compressibility above the bubble point."
"Modeling the viscosity of Middle-East crude oil mixtures","https://scispace.com/paper/modeling-the-viscosity-of-middle-east-crude-oil-mixtures-16e4zh5wph","1993","Journal Article","Industrial & Engineering Chemistry Research","Birbal Singh
Adango Miadonye
V. Rao Puttagunta","10.1021/IE00021A044","","A correlation is presented for predicting the effect of temperature and pressure on kinematic viscosity of crude oil mixtures. The correlation is demonstrated to be capable of modeling the viscosities of binary and ternary crude oil mixtures of the Middle East. The overall average absolute deviations obtained with the correlation are 3.8% and 2.7% for binary and ternary mixtures, respectively. The correlation is simple and convenient to use, and the predictions are based on a single viscosity measurement on the dead oil","In this paper, a correlation is presented for predicting the effect of temperature and pressure on kinematic viscosity of crude oil mixtures, and the correlation is demonstrated to be capable of modeling the viscosities of binary and ternary mixtures of the Middle East."
"New PVT Correlations Based on Libyan Crudes for Predicting Fluid Physical Properties","https://scispace.com/paper/new-pvt-correlations-based-on-libyan-crudes-for-predicting-2as6027bro","2016","Journal Article","","Khazam M
Shlak M
Alkhaboli M","10.4172/2472-0518.1000122","","PVT properties are very important in reservoir and production engineering analyses such as material balance calculations, well testing, reserve estimation, inflow performance, production operations and design of surface facilities. New empirical PVT correlations have been developed for Libyan crudes with reliable degree of accuracy. These include; bubble point pressure (Pb), oil formation volume factor (Bo), gas solubility (Rs), stock tank oil molecular weight (Mwt), dead oil viscosity (μod), saturated oil viscosity (μob), under-saturated oil viscosity (μo), and oil compressibility (Co). Around 300 PVT samples collected exclusively from Libya, mainly Sirte, Ghadames and Murzuq basins, were used in our study to develop the above PVT correlations and covered wide range of API gravity (26 to 51°API) and reservoir temperature (100 to 313°F) normally found in Libyan reservoirs. Minitab regression tool was extensively used in our study to develop the PVT correlations and to statistically appraise them against the industry published correlations. The new proposed PVT correlations have demonstrated much better performance compared to the industry published correlations when tested for Libyan crudes. Also, Artificial Neural Network (ANN) models have been developed for Libyan PVT properties predictions. The models show acceptable accuracy and generally are more accurate than the empirical correlations.","In this article, new empirical PVT correlations have been developed for Libyan crudes with reliable degree of accuracy, which are very important in reservoir and production engineering analyses such as material balance calculations, well testing, reserve estimation, inflow performance, production operations and design of surface facilities."
"Using Intelligent Methods and Optimization of the Existing Empirical Correlations for Iranian Dead Oil Viscosity","https://scispace.com/paper/using-intelligent-methods-and-optimization-of-the-existing-717vbn7oc8","2017","Journal Article","Journal of Chemical and Petroleum Engineering","Kamyar Movagharnejad
Soraya Ghanbari","10.22059/JCHPE.2017.60500","https://jchpe.ut.ac.ir/article_60500_887150c099a1d9c7fe6071a37eaf6f0b.pdf","Numerous empirical correlations exist for the estimation of crude oil viscosities. Most of these correlations are not based on the experimental and field data from Iranian geological zone. In this study several well-known empirical correlations including Beal, Beggs, Glasso, Labedi, Schmidt, Alikhan and Naseri were optimized and refitted with the Iranian oil field data. The results showed that the Beal and the Labedi methods were not suitable for estimation of the viscosity of the Iranian crudes, while the Beggs, Glasso and Schmidt methods gave reasonable results. The Naseri’s correlation and their present method proved to be the best classical methods investigated in this study. Two new intelligent methods to predict the viscosity of Iranian crudes have also been introduced. The study also showed that the neural network and SVM give much better results comparing to classical correlations. It is claimed that this study may provide more exact results for the prediction of Iranian oil viscosity.","In this paper, several well-known empirical correlations including Beal, Beggs, Glasso, Labedi, Schmidt, Alikhan and Naseri were optimized and refitted with the Iranian oil field data."
"Una Contribución para el Modelado de Viscosidad de Petróleo Pesado en Condiciones de Operación de Pozo","https://scispace.com/paper/una-contribucion-para-el-modelado-de-viscosidad-de-petroleo-4q4i5e9jjv","2024","Journal Article","Ciencia latina","David Reyes González
David Arroyo Acosta
Guadalupe Rodríguez Martínez
Yodaira Borroto Pentón","10.37811/cl_rcm.v8i1.9747","","Este trabajo propone una nueva contribución de modelado entre la viscosidad del petróleo pesado y las condiciones de producción, en condiciones de aceite saturado y bajosaturado. El rango de aplicación está para aceites entre 10 y 21 °API. La dependencia de la viscosidad se establece con °API, relación de solubilidad, presión y temperatura para la región de aceite bajosaturado y la viscosidad del aceite muerto, presión y temperatura para la región de aceite saturado. Se utiliza una base de datos de 230 puntos experimentales de viscosidad y condiciones de producción de petróleo pesado. La base de datos se divide en dos grupos: bajosaturado y saturado, luego cada región se linealiza por la suposición de comportamiento logarítmico de los datos. El modelo matemático propuesto se obtiene en un procedimiento de dos etapas. Primero, se obtiene una correspondencia entre viscosidad y presión mediante un método de mínimo cuadrado modificado (MLSM), por sus siglas en inglés. La segunda etapa considera establecer una correlación entre el coeficiente independiente de MLSM y las condiciones de producción mediante el uso de una Regresión Lineal Múltiple. La correlación propuesta muestra buena concordancia con los datos experimentales. El error porcentual absoluto medio de hasta el 7% se informa para la región saturada, y para la región del bajosaturado, los valores de viscosidad calculados tienen una diferencia de hasta 1 cP a viscosidades más bajas y un Error Porcentual Absoluto Medio de hasta 5% a viscosidades más altas.","Un modelo matemático para predicer la viscosidad de petróleo pesado en condiciones de operación de pozo. El modelo se basa en una base de datos de 230 puntos experimentales y considera el comportamiento logarítmico de los datos. La precisión del modelo es de hasta el 7% para la región saturada y hasta el 5% para la región de bajosaturado."
"Generalized regression neural network - a better predictive tool for estimating pvt properties of niger delta crude oils","https://scispace.com/paper/generalized-regression-neural-network-a-better-predictive-2bee6shm3i","2014","","","Afoama Ebuka Godwin
Basil Ogbunude
Igwilo Kevin","","","PVT properties such as Bubble-point Pressure, Viscosity and Oil Formation Volume Factor, are very important in reservoir engineering computations and analyses. This makes their accurate determination necessary. Ideally, these properties are obtained from Laboratory analysis on crude samples. However, often these measurements are either not available or very costly to obtain. Standard PVT Experiments could cost hundreds of thousands of dollars and there are bigger costs in terms of facility sizing and performance predictions in the face of inaccurate PVT measurements. As an alternative, different correlations have been established from a range of PVT data to predict these important properties however the uncertainty in the predicted property depends on the accuracy of the correlations used. Different correlations have been developed for estimating the PVT properties of Crude Oil samples using linear, non-linear or graphical means. However each correlation was developed for a certain range of reservoir fluid characteristics and geological setting with similar fluid compositions. Thus, these correlations would not be accurate when applied in different fluid and geological settings. Artificial Neural Network (ANN) models once successfully trained offer a better alternative to obtain reliable results for the determination of crude oil PVT properties. Also, its ability to continuously improve its prediction through the enrichment of its training dataset thus reducing its average percentage error has made this tool widely applicable even in the Oil and Gas industry. The objective of this work is to develop a Generalized Regression Neural Network (GRNN), training the network with PVT properties from crude samples in Niger Delta to predict the Oil Formation Volume Factor (Bob) and Bubble-point Pressure (Pb). A detailed comparative study between the performance of the GRNN against a basic ANN model and other published correlations are presented for these Niger Delta Crude Oil Samples. Also trend analyses were performed to check the behavior of the predicted Bo and Pb for any change in reservoir temperature, gas-oil ratio, gas gravity and oil gravity.","In this paper, a Generalized Regression Neural Network (GRNN) was used to predict Bubble-Point Pressure (BP), Viscosity and Oil Formation Volume Factor (BOF) from crude samples in the Niger Delta."
"Improved Correlations and Predictive Models for Nigerian Crude Oil Pvt Properties Using Advanced Regression and Intelligent Techniques","https://scispace.com/paper/improved-correlations-and-predictive-models-for-nigerian-4849nd62qq","2020","Proceedings Article","","Kingsley Uzogor
Oluwatoyin Akinsete","10.2118/203658-MS","","Calculating reserves in an oil reservoir and also the determination of its performance and economics needs a sound knowledge of the fluids’ physical properties. Bubblepoint pressure, Oil FVF at bubblepoint, solution GOR and compressibility are of primary importance in material balance calculation. Ideally, the laboratory measurements of PVT properties are the primary sources of PVT data gotten from laboratory studies of the samples collected from the wellbore or from the surface. However, such experimental data are not always available mainly due to unreliability of the data from samples or that samples have not been taken as a result of cost saving as the operation can be quite expensive. It therefore became pertinent to be able to predict these properties in the absence of the experimental data. Several correlations have been developed to enhance this prediction but, unfortunately, these correlations are highly region dependent and rarely works well in different regions since they were developed with data from particular regions.The objective of this study is to develop better performance correlations and predictive models for the Nigerian crude oil PVT properties using linear and non-linear multivariate regression techniques and supervised machine learning techniques. This study focuses on predicting bubblepoint pressure, Pb, oil formation volume factor at bubblepoint, Bob, and solution gas-oil ratio, Rs, as functions of the reservoir temperature and the oil and gas gravities.In this study, evaluation and tuning/recalculation of coefficients (using linear and non-linear regression analysis) of some of the best PVT correlations to estimate the desired PVT parameters and employing the KNN and the Random Forest algorithms to develop better PVT models for the Niger Delta region, were performed. After adequate pre-processing, the gathered dataset was divided into training and test datasets by random sampling. Average absolute Relative Error, Root Mean Square Error and the Correlation coefficient, R are the main loss functions employed to evaluate and compare the developed models with the conventional correlations.The new models showed much better performance as regards the Niger Delta crude PVT properties. With respect to the best performing conventional correlations for the Nigerian crude, the new models decreased the RMSEs by 72%, 61.1% and 83% and increased the correlation coefficients by 35%, 7.2% and 26.9% for the bubblepoint, oil formation volume factor and solution gas-oil ratio respectively.","In this paper, the authors developed better performance correlations and predictive models for the Nigerian crude oil PVT properties using linear and non-linear multivariate regression techniques and supervised machine learning techniques."
"Calculation of heavy oil viscosity based on an Arrhenius model","https://scispace.com/paper/calculation-of-heavy-oil-viscosity-based-on-an-arrhenius-1aw8f34abm","2017","Journal Article","Petroleum Science and Technology","Yonghui Liu
Shuqiang Shi
Yongqing Wang
Feng Yibo
Luo Chengcheng","10.1080/10916466.2017.1305401","","The commonly used heavy oil viscosity models are considered as the function of temperature, API, and colloid asphalt. Some of the published correlations are just for one oil field or a region, but they have some limitations when the viscosity of other oil samples is calculated. Even these multi-parameter models cannot be used in the absence of API or colloid asphalt content data. This paper presents a new and simple method to predict the viscosity of heavy oil based on the Arrhenius model, which only needs to measure the viscosity of heavy oil under the temperature condition of 50°C. This method can predict the viscosity in the absence of API or colloid asphalt content data. A total of 31 heavy oil samples were collected from published literature works to test the accuracy and reliability of the new method and other eight classical models. The new method can predict the viscosity with an average relative error of 2.37% and an average absolute error of 8.43%. Compared with the commonly used model, ...","In this paper, the authors proposed a new and simple method to predict the viscosity of heavy oil based on the Arrhenius model, which only needs to measure the visco-temperature of the heavy oil under the temperature condition of 50°C."
"Assessment of the Common PVT Correlations in Iraqi Oil Fields","https://scispace.com/paper/assessment-of-the-common-pvt-correlations-in-iraqi-oil-3jqea6vf","2022","Journal Article","مجلة البحوث و الدراسات النفطية","Mohammed Q. Abd Talib
Mohammed S. Al-Jawad","10.52716/jprs.v12i1(suppl.).623","https://scispace.com/pdf/assessment-of-the-common-pvt-correlations-in-iraqi-oil-3jqea6vf.pdf","Pressure volume temperature (PVT) analysis is the process of determining the fluid behaviors and properties of oil and gas samples from an existing well. Normally, PVT properties are experimentally measured in the laboratory. However, the absence of PVT measurement negatively impacts the application of many petroleum engineering calculations such as reserves estimation, material balance, reservoir simulation, production equipment design, and optimization of well performance. 
In this work, we developed a program using VBA and MS EXCEL to compare between the collected measurements of PVT properties that were collected from 41 Iraqi oil cruds and the values obtained from the correlations. After the comparison process, we chose the correlation that have the close values to the PVT measurements that were collected previously. 
This type of study, in which we compare the results of existing literature correlations to the measured value in a laboratory for a specific country or location, has been conducted in a number of countries, including Kuwait, the United Arab Emirates, and Egypt, but not in Iraq, which is where the value of this study lies. 
A total of 92 correlations were involved in this study including, (19) Bubble point pressure, (10) gas-oil ratio, (20) oil FVF, (10) saturated Viscosity, (3) density at bubble point, (7) undersaturated oil compressibility, (12) dead viscosity, (3) undersaturated oil FVF, (8) undersaturated viscosity. 
Over all,  the best performance was obtained using the “Elsharkawy and Alikhan [1] “correlation for ( Pb, Rs, Bo) , “Standing [2]” correlation for Density at bubble point , “Almehaideb [3]” for below bubble point viscosity , “Labedi [4]” for Dead viscosity, “Al-Marhoun [5]” for above bubble point oil FVF, “Standing [2]” for above bubble point oil compressibility, “Petrosky and Farshad [6]” for above bubble point viscosity, based on consistently low values of (AAPE) and (RMS) and cross plot.","In this article , the authors developed a program using VBA and MS EXCEL to compare between the collected measurements of PVT properties that were collected from 41 Iraqi oil cruds and the values obtained from the correlations."
"Experimental measurement and modeling of saturated reservoir oil viscosity","https://scispace.com/paper/experimental-measurement-and-modeling-of-saturated-reservoir-2s0wi1ggk5","2014","Journal Article","Korean Journal of Chemical Engineering","Abdolhossein Hemmati-Sarapardeh
Abdolhossein Hemmati-Sarapardeh
Seyed-Mohammad-Javad Majidi
Behnam Mahmoudi
Ahmad Ramazani S.A
Amir H. Mohammadi","10.1007/S11814-014-0033-3","https://scispace.com/pdf/experimental-measurement-and-modeling-of-saturated-reservoir-2s0wi1ggk5.pdf","A novel mathematical-based approach is proposed to develop reliable models for prediction of saturated crude oil viscosity in a wide range of PVT properties. A new soft computing approach, namely least square support vector machine modeling optimized with coupled simulated annealing optimization technique, is proposed. Six models have been developed to predict saturated oil viscosity, which are designed in such a way that could predict saturated oil viscosity with every available PVT parameter. The constructed models are evaluated by carrying out extensive ex- perimental saturated crude oil viscosity data from Iranian oil reservoirs, which were measured using a ""Rolling Ball viscometer."" To evaluate the performance and accuracy of these models, statistical and graphical error analyses were used simultaneously. The obtained results demonstrated that the proposed models are more robust, reliable and efficient than existing techniques for prediction of saturated crude oil viscosity.","In this paper, the least square support vector machine (SVM) was used to predict saturated crude oil viscosity in a wide range of PVT properties, and six models were designed in such a way that could predict saturated oil viscoities with every available PVT parameter."
"Viscosity\nModeling of Heavy Crude Oil Using the Friction\nTheory Combined with PC-SAFT","https://scispace.com/paper/viscosity-nmodeling-of-heavy-crude-oil-using-the-friction-npqva69glz42","2023","Repository","","","10.1021/acs.energyfuels.3c01405.s001","","Small changes in temperature or pressure can lead to\ncrude oil\nphase separation and multiple orders of magnitude change in viscosity.\nThe one-parameter friction theory framework using the SARA-based method\nwith the perturbed-chain statistical association fluid theory (PC-SAFT)\nEoS has proven to have high accuracy in viscosity predictions of light\noil. However, it failed for heavy crude oil. In this work, the above\nmodel is modified in two aspects to enhance the accuracy of heavy\ncrude oil viscosity prediction: to include the effect of asphaltene\npolydispersity and to include the temperature effect to the friction\ntheory parameter. The average absolute relative deviation of the four\nstudied heavy oils is reduced by 16.81, 24.26, 97.31, and 87.75% compared\nto the one-parameter f-theory SARA-based PC-SAFT model. The f-theory\nparameter &lt;i&gt;K&lt;/i&gt;&lt;sub&gt;c&lt;/sub&gt; is modified as a function\nof temperature fitted to the viscosity at normal temperature and pressure.\nFollowing the simplicity of the expansion of the method, it is recommended\nto use this methodology when dealing with heavy crude oils such as\nthose with viscosity more than 20,000 cP at 25 °C. ",""
"Viscosity Reduction of Heavy Crude Oil by Dilution Methods: New Correlations for the Prediction of the Kinematic Viscosity of Blends","https://scispace.com/paper/viscosity-reduction-of-heavy-crude-oil-by-dilution-methods-336odwb2vo","2019","Journal Article","Iranian Journal of Oil and Gas Science and Technology","Saeed Mohammadi
Mohammad Amin Sobati
Mohammad Taghi Sadeghi","10.22050/IJOGST.2018.97887.1405","https://ijogst.put.ac.ir/article_55719_47d1c328365b2d960c0e21ccafe21eaf.pdf","Dilution is one of the various existing methods in reducing heavy crude oil viscosity. In this method, heavy crude oil is mixed with a solvent or lighter oil in order to achieve a certain viscosity. Thus, precise mixing rules are needed to estimate the viscosity of blend. In this work, new empirical models are developed for the calculation of the kinematic viscosity of crude oil and diluent blends. Genetic algorithm (GA) is utilized to determine the parameters of the proposed models. 850 data points on the viscosity of blends (i.e. 717 weight fraction-based data and 133 volume fraction-based data) were obtained from the literature. The prediction result for the volume fraction-based model in terms of the absolute average relative deviation (AARD (%)) was 8.73. The AARD values of the binary and ternary blends of the weight fraction-based model (AARD %) were 7.30 and 10.15 respectively. The proposed correlations were compared with other available correlations in the literature such as Koval, Chevron, Parkash, Maxwell, Wallace and Henry, and Cragoe. The comparison results confirm the better prediction accuracy of the newly proposed correlations.","In this article, new empirical models are developed for the calculation of the kinematic viscosity of crude oil and diluent blends using genetic algorithm (GA) to determine the parameters of the proposed models."
"Analysis on PVT test and empirical formula of Bohai heavy oil with different types of dissolved gases","https://scispace.com/paper/analysis-on-pvt-test-and-empirical-formula-of-bohai-heavy-2y5cwe9zbj","2020","Journal Article","Journal of Petroleum Exploration and Production Technology","Yigang Liu
Yuan Yingzhong
Fayuan Zhou
Zhilin Qi
Wei Zhang
Hua Zhang
Qiuxia Wang","10.1007/S13202-020-00973-7","https://scispace.com/pdf/analysis-on-pvt-test-and-empirical-formula-of-bohai-heavy-2y5cwe9zbj.pdf","Accurate prediction of PVT properties of heavy oil system is of great significance to the design of injection–production parameters and dynamic analysis of multi-thermal fluid stimulation in heavy oil reservoir. The saturation pressure and viscosity of Bohai heavy oil system at different temperature and different gas oil ratio conditions were tested and analyzed. The functional relations of regression equations for saturation pressure and viscosity are constructed based on classical PVT correlations, but the parameters in the equations different from classical correlations are obtained from present experiment test data with multiple regression method. The empirical formula analysis results indicate that the 2-parameter equation can almost completely fit the experimental data, but its application scope is narrow. Although the 4-parameter equation has an extensive adaptability, its fitting accuracy is very low. The 3-parameter equation can not only better fit the saturation pressure and viscosity of heavy oil for the same gas under different dissolved gas oil ratios and different temperatures, but also has a wide application range. It is recommended to use the 3-parameter equation for physical property analysis and calculation of heavy oil. The research results provide a basis for the accurate prediction of heavy oil PVT parameters.","In this article, the functional relations of regression equations for saturation pressure and viscosity are constructed based on classical PVT correlations, but the parameters in the equations different from classical correlations are obtained from present experiment test data with multiple regression method."
"Evaluation of empirically derived PVT properties for Gulf of Mexico crude oils","https://scispace.com/paper/evaluation-of-empirically-derived-pvt-properties-for-gulf-of-g0v9dgdt3s","1990","Journal Article","Spe Reservoir Engineering","Robert P. Sutton
F.F. Farshad","10.2118/13172-PA","","This paper evaluates several empirical PVT correlations for application in the Gulf of Mexico. Ideally, fluid properties are determined experimentally in the laboratory; however, these data are not always available. Correlations are consequently used to determine values for bubblepoint pressure, solution GOR, FVF, and viscosity. These values are necessary to compute oil reserves or for calculations involving flow through pipes or porous media. A review of the correlations is provided, along with the results of calculations made on 31 individual crude oil samples.","In this article, empirical PVT correlations for application in the Gulf of Mexico were evaluated and a review of the correlations was provided, along with the results of calculations made on 31 individual crude oil samples."
"A new correlation for prediction of undersaturated crude oil viscosity","https://scispace.com/paper/a-new-correlation-for-prediction-of-undersaturated-crude-oil-2jic837bjm","2010","","","Reza Abedini
Ali Abedini
Nesarak Eslamiyakhforouzan","","","Viscosity is one of the most important governing parameters of the fluid flow, either in the porous media or in pipelines. So it is of great importance to use an accurate correlation to calculate the oil viscosity at various operating conditions. Whenever laboratory data are obtained, efforts are made to find a best-fit correlation, because demand for mathematical equation of fluid flow for reservoir simulation, pressure traverse calculation and so on compel the person to use empirical and semi-empirical correlations to find viscosity at various points of the flow path (along which T, P, Rs and other parameters may vary). In the literature, several empirical correlations have been proposed for predicting undersaturated oil viscosity. Here, based on Iranian oil reservoirs data; new correlation has been developed for prediction of undersaturated oil viscosity. Validity and accuracy of this correlation has been confirmed by comparing the obtained results of this correlation and other ones with experimental data for Iranian oil samples. Checking the results of this correlation shows that the obtained results of Iranian oil viscosities in this work are in agreement with experimental data compared with other correlations.","In this article, a new correlation has been developed for predicting undersaturated oil viscosity based on Iranian oil reservoirs data, and the obtained results of this correlation are in agreement with experimental data compared with other correlations."
"Rigorous model for determination of PVT properties of crude oil in operational conditions","https://scispace.com/paper/rigorous-model-for-determination-of-pvt-properties-of-crude-1ni56zlbeg","2019","Journal Article","Energy Sources Part A-recovery Utilization and Environmental Effects","Narjes Nabipour
Alireza Baghban","10.1080/15567036.2019.1677823","","The different tasks of petroleum engineers such as well testing and simulation are highly function of reservoir fluids properties so the accuracy of these properties can affect the oil recovery. So...","The different tasks of petroleum engineers such as well testing and simulation are highly function of reservoir fluids properties so the accuracy of these properties can affect the oil recovery as discussed by the authors. But the accuracy can also be a function of the reservoir fluid properties."
"Adaptability of Equation of State and Viscosity Model to Bohai Crude Oil","https://scispace.com/paper/adaptability-of-equation-of-state-and-viscosity-model-to-8ir96sy03c","2020","Book Chapter","","Hao Wu","10.1007/978-981-16-0761-5_111","","Equation of state (EOS) and viscosity model are two important tools when dealing with fluid phase behavior and viscosity variation while pressure change. The common EOS used in reservoir engineering are Soave-Redlich-Kwong (SRK) and Peng-Robinson (PR) and the common viscosity model are Lorentz-Bray-Clark (LBC) and Pedersen. The adaptability of equations varies among different area. This paper analyzed the matching results of different EOS and viscosity models with an African crude oil and Bohai crude oil. The result shows that the African crude oil data can get a better match. Both PR3 and SRK3 EOS can match the experiment data. The Pedersen viscosity model has higher prediction and matching accuracy than LBC. While for Bohai crude oil, no matter light or heavy, EOS cannot match the GOR curve. LBC viscosity model has more matching accuracy than Pedersen. LBC viscosity model is more suitable for gradually changing viscosity curve. It is hard to capture the abrupt viscosity change while the pressure goes down. Pedersen model can capture this behavior, however, it has lower accuracy for smooth viscosity curve with gradual viscosity change. These understanding can help increase the PVT matching accuracy of Bohai crude oil, better understand the physical behavior, and improve the PVT experiment data analysis.","In this paper, the authors analyzed the matching results of different EOS and viscosity models with an African crude oil and Bohai crude oil, and showed that the Pedersen model has higher prediction and matching accuracy than the Lorentz-Bray-Clark model."
