"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Reservoir Implications of Measured Thermodynamic Equilibrium of Crude Oil Components: Gases, Liquids, the Solid Asphaltenes, and Biomarkers","https://scispace.com/paper/reservoir-implications-of-measured-thermodynamic-equilibrium-30smewbf1t","2020","Proceedings Article","","Oliver C. Mullins
Yngve Bolstad Johansen
Vladislav Achourov
Qing Chen
Jesus Albert Cañas
Li Chen
Andrew E. Pomerantz
Julia C. Forsythe
Soraya S. Betancourt
Bita Bayestehparvin","10.2118/201711-MS","","
 The process of compositional equilibration of reservoir crude oil requires excellent reservoir connectivity. For example, the measured of asphaltene gradients for indications of connectivity is now commonplace. In addition, equilibrated fluids imply various other important fluid and reservoir properties. However, some measurements of distinguishing equilibration from disequilibrium have been ambiguous. Here, we provide measurement protocols which provide robust determination of equilibrium within a framework of reservoir fluid geodynamics. Thermodynamic modeling of measured asphaltene gradients vertically and laterally with considerations of solution gas provides a robust determination of equilibrium. In addition, two-dimensional gas chromatography with its high-resolution compositional evaluation especially within a geochemical context can corroborate conclusions from asphaltene gradient analysis. Outlier locations in the reservoir can often be found and aid considerably in delineating the important reservoir fluid geodynamic processes operative in the reservoir and validating the assessments regarding equilibrium. The evolution of lateral equilibration is shown in a reservoir with known initial (at time of charge) and present-day lateral gradients. Modeling clarifies the convection which has occurred over geologic time to minimize these lateral gradients. Different processes of mass transport in reservoirs are compared. Equilibration processes and corresponding asphaltene gradient measurements are analyzed for differing geologic times including a very young (Pleistocene and Pliocene) and very old (Cretaceous) reservoir charges in different reservoirs. The important role of convection is shown, with its critical requirement of a density inversion.","In this paper, the authors provide measurement protocols which provide robust determination of equilibrium within a framework of reservoir fluid geodynamics, and the evolution of lateral equilibration is shown in a reservoir with known initial (at time of charge) and present-day lateral gradients."
"Geochemical Characteristics of Permian Heavy Oil and Its Origin in Jimsar Sag,Xinjiang Province","https://scispace.com/paper/geochemical-characteristics-of-permian-heavy-oil-and-its-250dyw10l1","2012","Journal Article","Natural Gas Geoscience","LI Zhong-chun","","","In the thick oil girdle of the slope area of Jimsar sag,the oil as ordinary heavy oil is characterized as high density,high viscosity,high initial boiling point,low freezing points and low wax content.This heavy oil at low maturity has well preserved β-carotane and-carotane,regular sterane as the main ingredient,low level of triterpene terpane,and the increased content range of hopane.The low-matured heavy oil is liable to become heavy oil.The integrated geologic factors control the distribution of heavy oil.Biodegradation may be the biggest factor of oil densification.The heavy oil in this sag was accumulated by a short-distance migration,and the oil source is located at the deep part of this sag.Two times of oil filling happened in the Jimsar sag.The heavy oil was derived from the low-matured crude oil at the first phase and became the heavy oil by biodegradation.","In the thick oil girdle of the slope area of Jimsar sag, the oil as ordinary heavy oil is characterized as high density, high viscosity, high initial boiling point,low freezing points and low wax content as mentioned in this paper."
"From Syntropic Bacteria to Beyond SAGD! The Origin & Impact of Oil Viscosity Variations in Heavy Oil Reservoirs & Routes to Low Carbon Emissions Energy Recovery","https://scispace.com/paper/from-syntropic-bacteria-to-beyond-sagd-the-origin-impact-of-5de0jltgev","2010","Proceedings Article","","Steve Larter
B. Bennett
Ian Donald Gates","10.3997/2214-4609.20144626","https://scispace.com/pdf/from-syntropic-bacteria-to-beyond-sagd-the-origin-impact-of-5de0jltgev.pdf","The recently discovered anaerobic biological conversion of liquid petroleum hydrocarbons to methane in oil reservoirs (methanogenesis), on geological timescales, occurs through biological action by syntrophic bacteria and methanogenic archaea at temperatures as low as 15°C(Head et al., 2003; Jones et al., 2008). As the oil is destroyed from the bottom of the oil column, large vertical and lateral gradients in oil viscosity are formed which impact optimal placements of wells for oil recovery (Larter et al, 2008). Understanding the biodegradation process that produces heavy oil and methane offers great potential both to improve recovery of existing heavy oil resources, through more efficient use of energy during oil recovery and also, potentially, to move away from oil recovery as the major energy process entirely! The discovery of the MADCOR process (Methanogenic Alkane Degradation by Carbon Dioxide Reduction), as it has been termed, raises many possibilities for reduced emission to atmosphere energy recovery (REAR) processes as methane is quantitatively produced from biodegraded alkanes, utilising water as co-reactant, with large amounts of molecular hydrogen being a principal intermediate (Jones et al., 2008).","The MADCOR process (Methanogenic Alkane Degradation by Carbon Dioxide Reduction) as discussed by the authors has been proposed to improve the recovery of existing heavy oil resources through more efficient use of energy during oil recovery and also to move away from oil recovery as the major energy process entirely."
"Origins and Control Factors of Varying Oil Properties in the Lower Cretaceous Zubair Formation, Central Iraq","https://scispace.com/paper/origins-and-control-factors-of-varying-oil-properties-in-the-myh5l0zjmp","2024","Journal Article","","Yuyuan Li
Zhongrong Mi
Ahsan Mohammed Saeed
Jianhua Qu
Bo Zhang
En Xie
Zhenghong Zhang
Ke Zhang
Mustafa A. Jaed
Yong Xiao
Yang Li
Guang Hu","10.2523/iptc-23245-ms","","Abstract This research targets an in-depth understanding of the considerable disparities in petroleum properties of the oil produced from the Lower Cretaceous Zubair Formation in Central Iraq, an aspect currently lacking systematic knowledge. Utilizing newly obtained samples from various oil-bearing reservoir locations within the Zubair Formation core, we embarked on comprehensive component analysis and applied GC-MS testing for saturated and aromatic hydrocarbons. By identifying the characteristics of petroleum biomarkers, comparing the features of potential regional hydrocarbon source rocks (including hydrocarbon generation potential and biomarker composition), and considering the differences in saturated hydrocarbon content, we determined the origins of different oil properties and the controlling factors of these variations. Substantial disparities exist in the petroleum properties of oil from the Zubair Formation reservoir, with saturated hydrocarbon content ranging between 4.8% and 85%. Even within closely situated reservoirs, significant differences are observable. Distinct variances are present in the composition of saturated and aromatic hydrocarbon biomarkers in oils with differing properties. Oils with lower saturated hydrocarbon content evidently originate from carbonate-rich source rocks, predominantly marine algae organic matter, with an older sedimentary age and lower maturity. In contrast, oils with higher saturated hydrocarbon content largely derive from marine mudstone source rocks, with a more significant contribution from terrestrial plants, a more recent sedimentary age, and higher maturity. Our geochemical analysis of potential regional hydrocarbon source rocks suggests that oils with lower saturated hydrocarbon content (lower API) are products of the Jurassic Chia Gara and Sargelu formations at the immature stage of Type II kerogen. Oils with higher saturated hydrocarbon content (higher API) result from hydrocarbon mixing at the mature stage of the Zubair Formation source rock. Previous research predominantly attributes the oil from the Cretaceous reservoir to the Chia Gara and Sargelu formations. Our study contends that the contribution from the Zubair Formation source rock to the Lower Cretaceous reservoir oil is noteworthy and significantly influences the petroleum properties, particularly API gravity. This finding enriches the existing understanding within the petroleum industry. ","This study investigates the varying oil properties in the Lower Cretaceous Zubair Formation, Central Iraq, through comprehensive geochemical analysis, identifying distinct origins and controlling factors of these disparities, with implications for the petroleum industry's understanding of regional hydrocarbon source rocks."
"Characterization of heavy and medium oils from saskatchewan reservoirs","https://scispace.com/paper/characterization-of-heavy-and-medium-oils-from-saskatchewan-zixe8u25h4","1989","Journal Article","Petroleum Science and Technology","Bela Verkoczy
Kamal N. Jha","10.1080/08843758908962256","","Physical and chemical properties of oils are not available for most of Saskatchewan reservoirs. Hence, standard and specialized oil and water analyses were performed on fluids obtained from nineteen medium and heavy oil reservoirs. Seven of these reservoirs are producing under steam and fireflood processes. The results of the oil analysis suggest that thermal history of the oil can be monitored by GC-MS techniques and viscosity measurements. 011 samples from different wells within a reservoir demonstrated significant differences 1n density, viscosity and other properties. The water analysis data show that the variation in resistivity, total dissolved solids, pH and the concentration of the Ions present 1n the wellhead water samples as a function of time could be a useful Indicator for the flow pattern and flushing efficiency of steam or the advancement of the firefront and the extent of oil oxidation during thermal recovery processes.","In this article, standard and specialized oil and water analyses were performed on fluids obtained from nineteen medium and heavy oil reservoirs in Saskatchewan, and the results of the analysis suggest that thermal history of the oil can be monitored by GC-MS techniques and viscosity measurements."
"Steam Assisted Gravity Drainage (SAGD). New promising thermal technology for bitumen recovery.","https://scispace.com/paper/steam-assisted-gravity-drainage-sagd-new-promising-thermal-271knpao0q","1999","Journal Article","Journal of The Japan Institute of Energy","Shogo Suzuki
Ryohei Wakishima","10.3775/JIE.78.971","https://www.jstage.jst.go.jp/article/jie1992/78/12/78_12_971/_pdf","Bitumen in oil sands is extra heavy crude oil. Bitumen's API gravity is between 8 and 12 and its viscosity is from 100, 000mPa·s to 8, 000, 000mPa·s. Bitumen has no mobility at the original reservoir temperature (10°C). In order to reduce its viscosity, thermal method should be applied to recover the bitumen.Bitumen-in-place in Alberta of Canada is estimated to be about 1 .7 trillion barrel and bitumen is expected to be an important energy source in the near future.Steam Assisted Gravity Drainage (SAGD) method is new promising technology for bitumen recovery. Twin horizontal wells are drilled to apply the SAGD method.","In this paper, the steam assisted gravity drainage (SAGD) method is used for bitumen recovery in the oil sands of Alberta, Canada, where two horizontal wells are drilled to apply the SAGD method."
"Mobility and Viscosity Enhancement of Fluids in Heavy &amp; Extra-Heavy Oil Sandstone Reservoirs","https://scispace.com/paper/mobility-and-viscosity-enhancement-of-fluids-in-heavy-extra-4m4fesw4qlg8","2024","Journal Article","","Juan José Díaz
G. Guillot Merchand
Levi Rodriguez
Ricardo Jiménez
N. L. Acosta Nieto
Eduardo Portillo","10.2118/222054-ms","","Abstract In Mexico, oil reserves are estimated at 9,711 MMb (Million barrels), corresponding to 62.2% of heavy oil, 28.9% of light oil and 8.9% super light oil. Exploiting the hydrocarbon reserves contained in Cretaceous and Tertiary periods in southern of Mexico is extremely important to maintain the oil production. Samaria field located in Tabasco, Mexico contains reserves producing heavy and extra-heavy oil in unconsolidated sandstone reservoirs, porosities range from 25 to 30% and permeabilities are greater than 1 Darcy, in certain areas. The remaining reserves are between 11.66 and 63.2 MMb and with the current technologies used it is intended to achieve a final recovery factor of 15.6% up to 30.2%. Oil is between 5 and 22 °API gravity, the reservoir temperature ranges are 110 to 150 °F. Under these conditions, the oil behaves as a Newtonian fluid; however, when oil is at surface and its temperature decreases, it reaches viscosities between 20,000 to 40,000 cp (centipois). The near wellbore contribution zone in this type of unconsolidated heavy and extra-heavy oil sand reservoirs presents limitations to production such as high-water saturation and fines migration derived from drag due to high viscosity, and this is where the greatest pressure drop in the reservoir-well system occurs. Our methodology focuses on improving the behavior of the rheological properties and mobility of fluids in the critical matrix, applying chemical systems specifically designed to reduce viscosity, improve mobility and thereby reduce the associated skin damage. The purpose of this work is to present the results of an innovative methodology to increase or reactivate production and with this to support the growth of the current recovery factor of the reservoir. The work culminates with the execution of appropriate measurements (or gauging) to evaluate the effectiveness of the methodology. The treatment was applied in a 13° API heavy oil well with beam pumping installed, of the Samaria Luna Production Asset in the Southern Region of Mexico, achieving in 110 days -of evaluation- an accumulated contribution of crude oil of 5,500 barrels in addition to the initial production, representing gross income of USD $388,000.00 with a net profit of USD $68,000.00 and investment recovery time of 47 days. These results demonstrate that the methodology is technically and economically feasible as an alternative solution in fields of this type that, together with an adequate artificial lifting system, contributes to increasing the final recovery factor of the reserves. The artificial lift system was already installed in the well before the treatment. That net profit doesn't include that cost. The design of the chemical system carried out through a base of consistent and adequate laboratory tests that confirm the problem of the high viscosity of the oil, as well as the formulation of the required additives and their concentration, together with of a good and correct operational execution guaranteed the success of the overall treatment. ","Researchers developed a chemical treatment to enhance mobility and reduce viscosity of heavy and extra-heavy oil in unconsolidated sandstone reservoirs, achieving a 5,500-barrel crude oil contribution and $68,000 net profit in 110 days, demonstrating technical and economic feasibility for increasing final recovery factor."
"Ranking Oil Viscosity in Heavy-Oil Reservoirs","https://scispace.com/paper/ranking-oil-viscosity-in-heavy-oil-reservoirs-d4vqzoy7a4ez","","","","James Seccombe
Ronald Bonnie
Micaela Smith
Ridvan Akkurt","10.2523/97935-ms","","Abstract The Milne Point field in Alaska produces from the Kuparuk, Schrader, and Ugnu formations. The Kuparuk formation contains light oil, while the Schrader and Ugnu contain heavy oil. The ranges of viscosities are 200 to 10,000 cp in the Ugnu, 20 – 200 cp in the Schrader, and about 3 cp in the Kuparuk. Over 200 wells have been completed in the Kuparuk and Schrader formations at Milne Point. The Ugnu contains the largest oil in place in the field; however, it has not been developed yet due to the high oil viscosities. To date, only one well has been completed in the Ugnu. BP is engaged in new studies to find a way to make the Ugnu commercial. This paper discusses an attempt to identify lower-viscosity ""sweet spots"" within the Ugnu using nuclear magnetic resonance (NMR) measurements. In 2004, full suites of logging while drilling (LWD) and wireline data were acquired in two newly drilled wells. The primary goal was to compare viscosity predictions from NMR log measurements to geochemical measurements made on fluids extracted from core plugs. For the first time, on a foot-by-foot basis, using LWD NMR, lower viscosity sweet-spots were identified in the viscous Schrader formation and in the very heavy oil in the Ugnu formations.","Researchers used NMR measurements to identify lower-viscosity ""sweet spots"" in the Ugnu formation at Milne Point, Alaska, which could make heavy oil commercial, by comparing LWD data with geochemical measurements from core plugs."
"Geochemical Solutions to Heavy Oil Production Problems","https://scispace.com/paper/geochemical-solutions-to-heavy-oil-production-problems-30j758eglk","2010","","","Barry Bennett
Milovan Fustic
Haiping Huang
Stephen R. Larter","","","Summary The ability to provide geochemical solutions to petroleum production issues requires high resolution sampling and that high quality; accurate quantitative geochemical data may be obtained consistently from a range of matrices (cores, cuttings or oils) over time. High resolution samples of core, or even cuttings, can be used to assess vertical fluid communication (barriers or baffles) of petroleum reservoirs where shale interbeds are present. Quantitative and qualitative molecular data may be represented in spatially defined molecular oil definitions which may be used to allocate production along horizontal wells that are designed for cold production or in 3D steam chambers produced in thermal recovery operations. Here we show how heavy oil geochemistry may be employed to define whether interbedded reservoir shales act as baffles or barriers to fluid flow and how to production allocate during oil production","In this article, heavy oil geochemistry may be employed to define whether interbedded reservoir shales act as baffles or barriers to fluid flow and how to production allocate during oil production, which may be used to allocate production along horizontal wells that are designed for cold production or in 3D steam chambers produced in thermal recovery operations."
"Characterization of heavy and medium oils from Saskatchewan reservoirs","https://scispace.com/paper/characterization-of-heavy-and-medium-oils-from-saskatchewan-3a2gbxio38","1988","","","Bela Verkoczy
Kamal N. Jha","","","Physical and chemical properties of oils are not available for most of Saskatchewan reservoirs. Hence, standard and specialized oil and water analyses were performed on fluids obtained from twenty medium and heavy oil reservoirs. Seven of these reservoirs are producing under steam and fireflood processes. The results of the oil analysis suggest that the thermal history of the oil can be described by C, H, N, O, S and asphaltene content determinations. Oil samples from different wells within a reservoir demonstrated significant differences in density, viscosity and other properties. The water analysis data show that the variation in resistivity, total dissolved solids, pH and the concentration of the ions present in the wellhead water samples as a function of time could be a useful indicator for the flow pattern and flushing efficiency of steam or the advancement of the firefront and the extent of oil oxidation during thermal recovery processes.","In this paper, the authors performed standard and specialized oil and water analyses on fluids obtained from twenty medium and heavy oil reservoirs in Saskatchewan and found that the thermal history of the oil can be described by C, H, N, O, S and asphaltene content determinations."
"Characterization of chemical composition of high viscosity heavy oils: Macroscopic properties, and semi-quantitative analysis of molecular composition using high-resolution mass spectrometry","https://scispace.com/paper/characterization-of-chemical-composition-of-high-viscosity-3uw2za1i5d","2024","Journal Article","Petroleum Science","Jian-Xun Wu
Shuo-Fan Li
Qi-Fu Li
Feng Yan
Qi-Lin Zhou
Shuai Ma
Ya-He Zhang
Suo-Qi Zhao
Quan Shi","10.1016/j.petsci.2024.02.019","","Heavy oil is an important resource in current petroleum exploitation, and the chemical composition information of heavy oil is crucial for revealing its viscosity-inducing mechanism and solving practical exploitation issues. In this study, the techniques of high-temperature gas chromatography and high-resolution mass spectrometry equipped with an electrospray ionization source were applied to reveal the chemical composition of typical heavy oils from western, central, and eastern China. The results indicate that these heavy oils display significant variations in their bulk properties, with initial boiling points all above 200 °C. Utilizing pre-treatment and ESI high-resolution mass spectrometry, an analysis of the molecular composition of saturated hydrocarbons, aromatic hydrocarbons, acidic oxygen compounds, sulfur compounds, basic nitrogen compounds, and neutral nitrogen compounds within the heavy oil was conducted. Ultimately, a semi-quantitative analysis of the molecular composition of the heavy oil was achieved by integrating the elemental content. The semi-quantitative analysis results of Shengli-J8 heavy oil and a conventional Shengli crude oil show that Shengli-J8 heavy oil lacks alkanes and low molecular weight aromatic hydrocarbons, which contributes to its high viscosity. Additionally, characteristic molecular sets for different heavy oils were identified based on the semi-quantitative analysis of molecular composition. The semi-quantitative analysis of molecular composition in heavy oils may provide valuable reference data for establishing theoretical models on the viscosity-inducing mechanism in heavy oils and designing viscosity-reducing agents for heavy oil exploitation. ","This study characterizes the chemical composition of high-viscosity heavy oils from China using high-temperature gas chromatography and high-resolution mass spectrometry, revealing variations in bulk properties and molecular composition, and identifying characteristic molecular sets for different heavy oils."
"Crude-oil hydrocarbon composition characteristics and oil viscosity prediction in the northern Songliao Basin","https://scispace.com/paper/crude-oil-hydrocarbon-composition-characteristics-and-oil-ctcjki8ajy","2014","Journal Article","Science China-earth Sciences","JuHe Zhang
ZiHui Feng
Wei Fang
Huo Qiuli
Zhang Kun
Jingkun Li
Zeng Huasen
Zhang Bowei","10.1007/S11430-013-4656-8","","Crude oil hydrocarbon composition characteristics and oil viscosity prediction are important bases in petroleum exploration. A total of 54 oil/heavy-oil samples and 17 oil sands were analyzed and quantified using both comprehensive 2D gas chromatography (GC×GC) and comprehensive 2D gas chromatography/time-of-flight mass spectrometry (GC×GC/TOFMS). The results show that crude oil in the West slope is mainly heavy oil and its hydrocarbon composition is characterized overall by paraffins > mono-aromatics > naphthenes > non-hydrocarbons > di-aromatics > tri-aromatics > tetra-aromatics. Aromatics are most abundant and non-hydrocarbons are least abundant, whilst content differences among paraffins, naphthenes, aromatics, and non-hydrocarbons are less than 15%. There are two types of heavy oil, secondary type and mixing type. Biodegradation is the main formation mechanism of heavy oil. Biodegradation levels cover light biodegradation, moderate biodegradation, and severe biodegradation. With increasing biodegradation, paraffin content decreases while contents of aromatics and non-hydrocarbons increase. In contrast, naphthene content increases first and then decreases with increasing biodegradation. In severe biodegradation stage, naphthenes decrease more quickly than aromatics and non-hydrocarbons. This provides a new method for studying oil/heavy-oil biodegradation mechanism and biodegradation resistance of different hydrocarbons at different biodegradation stages. In the Longhupao-Daan terrace and Qijia-Gulong depression, most crude oil is conventional oil. Its composition is dominated by paraffins with the lowest content of aromatics. In some casual oil wells from the Longhupao-Daan terrace, crude oil from Saertu oil reservoirs is moderately biodegraded whereas crude oil from Putaohua oil reservoir is lightly biodegraded. Chemical parameters using saturate hydrocarbons and aromatics are usually not suitable for determining organic type and thermal maturity of biodegraded oil, especially of moderately or severely biodegraded oil, whilst Ts/(Ts+Tm) ratio can be used to determine thermal maturity of both conventional crude oil and heavy oil.","In this article, a total of 54 oil/heavy-oil samples and 17 oil sands were analyzed and quantified using both comprehensive 2D gas chromatography (GC×GC) and comprehensive GC/TOFMS."
"The Geochemical Toolbox to Monitoring Thermal Recovery Operations in Oil Sands and Heavy Oil Reservoirs","https://scispace.com/paper/the-geochemical-toolbox-to-monitoring-thermal-recovery-4x9u8kejwp","2013","","","Norka Marcano
B. Bennett
Steve Larter","","https://www.searchanddiscovery.com/abstracts/pdf/2014/90187cspg/abstracts/ndx_marcan.pdf","Summary In this work, we introduce the practical application based on geochemical proxies to monitor in situ upgrading operations of bitumen. The neoformation of novel compounds such as alkylanthracenes and alkylbenzothiophenes in simulated thermal recovery experiments and their observed formation in oils from current thermal recovery pilots show that some molecular changes are suitable to monitor steaming chamber progression and temperature from analysis of produced oils, as well as monitoring more dramatic changes under high temperature in situ upgrading conditions. Furthermore, the combination of geochemical baseline studies with these thermal proxies may additionally allow production allocation to track the vertical progression of steam chamber growth during thermal recovery of heavy oil and oil sands. A case study from the Alberta basin is shown to demonstrate the approach based on geochemical proxies in combination with geochemistry baseline studies to monitor thermal recovery operations of oil sands.","In this article, a case study from the Alberta basin is shown to demonstrate the approach based on geochemical proxies in combination with geochemistry baseline studies to monitor thermal recovery operations of oil sands."
"Holistic Evaluation of Reservoir Oil Viscosity in Breidablikk Field – Including Mud Gas Logging Approach","https://scispace.com/paper/holistic-evaluation-of-reservoir-oil-viscosity-in-2h9k8hv6f5","2023","Journal Article","Petrophysics","Alexandra Cely
Ingvar Skaar
Tao Yang","10.30632/pjv64n6-2023a8","","Breidablikk is a green field on the Norwegian Continental Shelf that just started the preproduction drilling of 23 wells in two structures. We have two reservoir fluid samples from exploration wells in each structure with relatively high viscosity of 4 and 8 cP, respectively. Our dynamic reservoir simulations on the Breidablikk Field indicate that any change in the viscosity in each direction can lead to a 20 to 30% difference in oil recovery. Therefore, updating our reservoir models with the viscosity distribution in the field along with the drilling activities is important. Currently, our models assume homogeneous reservoir oil viscosities across each structure. In this study, our primary aim is to conduct a holistic evaluation of the reservoir oil viscosity, using multiple methods to determine the most effective approach for qualitatively mapping the oil viscosity across the field, distinguishing between the low- and high-viscosity regions. The technologies chosen for this assessment are standard mud gas data, advanced mud gas data, and analysis of oil extracts from cuttings, given they have previously demonstrated their capability to estimate fluid properties while drilling or within a limited time frame, as evidenced by the work of Cutler et al. (2022). The methods were compared using pressure/volume/temperature (PVT) measurements as a benchmark. As of today, this method is considered the most reliable to obtain reservoir fluid properties, and in consequence, these measurements serve as the reference viscosity values in the study. The results of our analysis in Breidablikk show that an approach based on advanced mud gas data provide an oil quality classification that distinguishes between high- and low-viscosity reservoir oils, using the ethane/n-pentane ratio as the best parameter correlated to reservoir oil viscosity in Breidablikk. The threshold for the two viscosity regions is identified from a reservoir fluid database from the Breidablikk-Grane area, and the oil viscosity region estimated from advanced mud gas data agrees well with the PVT measurements. The viscosity estimation using a standard mud gas approach based on methane to propane compositions indicates that this technology cannot correctly differentiate between low- and high-viscosity region wells in the Breidablikk Field. Hence, it is not recommended. Further findings from our analysis indicate that the utilization of oil-based mud, combined with a high drilling speed, significantly affects the quality of the cuttings in Breidablikk. Consequently, the application of traditional geochemical analysis methods on cutting extracts is challenging. Therefore, this method is not recommended for the qualitative identification of the viscosity region of a given well. Benchmarking all available technologies allows us to select a real-time, reliable, and cost-efficient method to qualitatively estimate reservoir oil viscosity in Breidablikk. The selected method is field-specific and not general for other heavy oil fields. In summary, providing an accurate reservoir oil viscosity mapping at an early stage in field development plays a crucial role in the further optimization of drilling targets and ultimately leads to improved oil recovery (Halvorsen et al., 2016; Maraj et al., 2021). ","This study evaluates reservoir oil viscosity in Breidablikk Field using mud gas logging, oil extracts from cuttings, and PVT measurements, identifying advanced mud gas data as the most effective approach for qualitatively mapping viscosity, improving oil recovery estimates by 20-30%."
"Asphaltene Gradients and Connectivity Analysis in Reservoirs, Asphaltene Onset Pressure, Bitumen and Tar Mats All Treated Within a Simple, Unified Chemistry Treatment","https://scispace.com/paper/asphaltene-gradients-and-connectivity-analysis-in-reservoirs-571onso2yg","2018","Proceedings Article","","Oliver C. Mullins
Hadrien Dumont
Julia C. Forsythe
Li Chen
Vladislov Achourov
John Meyer
Yngve Bolstad Johansen
Joachim Rinna
Ben Winkelman
Tim Wilkinson
Rolando Di Primio
Hani Elshahawi
Jesus Cañas
Soraya S. Betancourt
Andrew E. Pomerantz
Julian Y. Zuo","10.2118/191582-MS","","
 Asphaltenes can be dispersed in crude oils in 3 different forms; molecules, nanoaggregates (of molecules) or clusters (of nanoaggregates); these forms are codified in the Yen-Mullins model and relate to the extent of solvency of the asphaltenes in the crude oil. Many reservoir studies are used here to show the systematic behavior of the specific asphaltene species in crude oil and the corresponding magnitude of the asphaltene (and viscosity) gradients. In addition, the specific asphaltene species is related to the chemical origin controlling asphaltene onset pressure (AOP) and tar formation and depends on 1) the quality of the live crude oil solvent for asphaltenes and 2) the concentration of asphaltenes. Elevated quantities of solution gas of a reservoir crude oil significantly reduce the solvency of asphaltenes in crude oil. For low concentrations and/or good solvency, asphaltenes are dispersed in crude oils as molecules with small gradients (unless there are large GOR gradients). For moderate concentrations and/or moderate solubility, asphaltenes are dispersed as nanoaggregates with intermediate (gravity) gradients of asphaltenes. With large concentrations and/or poor solvency, asphaltenes are dispersed as clusters with very large gradients in reservoirs. These crude oils can also exhibit higher asphaltene onset pressures and/or phase separated bitumen or tar in the reservoir depending on the origin of asphaltene cluster formation. Secondary gas charge into oil reservoirs can yield tar and/or a high AOP. The effect of biodegradation on these factors is also discussed. The systematics presented here are helpful in understanding a variety of reservoir concerns associated with asphaltenes.","In this paper, the authors show that asphaltenes can be dispersed in crude oils in three different forms; molecules, nanoaggregates (of molecules) or clusters (of nano aggregates); these forms are codified in the Yen-Mullins model and relate to the extent of solvency of the asphalte in the crude oil."
"Heavy Oil Thickening and Accumulation Characteristics in Wuxia Area of Junggar Basin","https://scispace.com/paper/heavy-oil-thickening-and-accumulation-characteristics-in-3bt6ol4cwysn","","","","白振华","10.3969/j.issn.1006-6535.2009.01.011","","The heavy oil in Wuxia area distributes in Mesozoic overlap pinchout on the upthrown fault far from Mahu oil sources, presenting arc distribution with conventional oil. The heavy oil is characterized by high density, high viscosity, high asphaltene content, high acid value, low wax content and high pour-point, showing basic characteristics of biodegradation oil. The thickening process of heavy oil can be divided into four stages according to physical property and geochemical behavior. Water washing and biodegradation during long-distance migration through unconformity surface are major factors resulting in oil thickening. Hydrocarbon accumulation in this area is mainly associated with unconformity and shallow normal faults.","Heavy oil in Wuxia area, Junggar Basin, exhibits biodegradation characteristics, high density and viscosity, and undergoes four stages of thickening due to water washing and biodegradation during migration, accumulating mainly through unconformity and shallow faults."
"Fractionation and characterization of utah tar sand bitumens : influence of chemical composition on bitumen viscosity","https://scispace.com/paper/fractionation-and-characterization-of-utah-tar-sand-bitumens-45uz8jxz4y","1991","Journal Article","Energy & Fuels","K. Bukka
Jan D. Miller
Alex G. Oblad","10.1021/EF00026A019","","The viscosity of tar sand bitumen, among other properties such as thermal conductivity and specific heat, represents an important property that controls various recovery processes. The highly viscous nature of the bitumen was understood, based on a model developed by Nellensteyn and further revised by Pfeiffer et al. and Marvillet, to arise from a dispersion of asphaltenese in viscous oils with contituent aromatics and resins acting as suspension stabilizers. Based on this colloidal nature of bitumens, the differences in viscosities were accounted for by different degrees of peptization of the asphaltenes","In this paper, the viscosity of tar sand bitumen was analyzed based on a model developed by Nellensteyn and further revised by Pfeiffer et al. to arise from a dispersion of asphaltenese in viscous oils with contituent aromatics and resins acting as suspension stabilizers."
"Characteristics of remaining oil viscosity in water- and polymer-flooding reservoirs in Daqing Oilfield","https://scispace.com/paper/characteristics-of-remaining-oil-viscosity-in-water-and-4ajjwct4nm","2010","Journal Article","Science in China Series D: Earth Sciences","ZhengShun Xu
JuHe Zhang
ZiHui Feng
Wei Fang
FengLan Wang","10.1007/S11430-009-0184-Y","","The experimental analysis of 21 crude oil samples shows a good correlation between high molecular-weight hydrocarbon components (C40+) and viscosity. Forty-four remaining oil samples extracted from oil sands of oilfield development coring wells were analyzed by high-temperature gas chromatography (HTGC), for the relative abundance of C21−, C21–C40 and C40+ hydrocarbons. The relationship between viscosity of crude oil and C40+ (%) hydrocarbons abundance is used to expect the viscosity of remaining oil. The mobility characteristics of remaining oil, the properties of remaining oil, and the next displacement methods in reservoirs either water-flooded or polymer-flooded are studied with rock permeability, oil saturation of coring wells, etc. The experimental results show that the hydrocarbons composition, viscosity, and mobility of remaining oil from both polymer-flooding and water-flooding reservoirs are heterogeneous, especially the former. Relative abundance of C21− and C21–C40 hydrocarbons in polymer-flooding reservoirs is lower than that of water-flooding, but with more abundance of C40+ hydrocarbons. It is then suggested that polymer flooding must have driven more C40− hydrocarbons out of reservoir, which resulted in relatively enriched C40+, more viscous oils, and poorer mobility. Remaining oil in water-flooding reservoirs is dominated by moderate viscosity oil with some low viscosity oil, while polymer-flooding mainly contained moderate viscosity oil with some high viscosity oil. In each oilfield and reservoir, displacement methods of remaining oil, viscosity, and concentration by polymer-solution can be adjusted by current viscosity of remaining oil and mobility ratio in a favorable range. A new basis and methods are suggested for the further development and enhanced oil recovery of remaining oil.","In this article, the relative abundance of C21−, C21-C40 and C40+ hydrocarbons was analyzed by high-temperature gas chromatography (HTGC)."
